dataset,groundtruth_f1_score,model,f1_score
93,0.3,463,0.31673333576673923
93,0.3,465,0.31110187891328533
93,0.909090909,363,0.5267434285953912
93,0.303030303,367,0.4653439000651362
93,0.303030303,369,0.4543018326672475
93,0.666666667,415,0.5034928837288319
93,0.5,323,0.37098162887426633
93,0.384615385,371,0.6316920570650602
93,0.37037037,399,0.5470100462429927
93,0.37037037,401,0.5299476978336312
93,0.909090909,411,0.49904554023150377
93,0.631578947,327,0.45335653811268783
93,0.666666667,389,0.5356529967122671
93,0.5,325,0.36669768933043817
93,0.666666667,477,0.5722984977209877
93,0.909090909,365,0.514213951224297
93,0.384615385,373,0.6124254433160518
93,0.342857143,319,0.273930173078128
93,0.352941176,321,0.2718464675895318
93,0.625,351,0.46757149523507646
93,0.625,353,0.45838210123969464
93,0.666666667,417,0.48481359823213754
93,0.454545455,431,0.36314120755531104
93,0.454545455,433,0.35585256192896875
93,0.666666667,453,0.64423163170201
93,0.428571429,485,0.7034788966116281
93,0.909090909,379,0.43139173915591866
93,0.4,308,0.3806058151256186
93,0.413793103,310,0.37371226985127914
93,0.631578947,329,0.44719522814006
93,0.714285714,423,0.5876812298407655
93,0.714285714,425,0.5721104084593115
93,0.909090909,413,0.49070618979603897
93,0.625,345,0.6749191100685634
93,0.444444444,290,0.2236048850341189
93,0.769230769,291,0.40797785668615694
93,0.5,292,0.23489659716292371
93,0.833333333,293,0.4002755222773199
93,0.5,294,0.23479472815697727
93,0.833333333,295,0.398470740115066
93,0.5,296,0.23458729798425554
93,0.833333333,297,0.39878237126260574
93,0.5,298,0.2345873340805824
93,0.545454545,299,0.3762162531203217
93,0.545454545,301,0.366429462829029
93,0.666666667,320,0.38996728179778584
93,0.666666667,322,0.3875286513310021
93,0.666666667,324,0.4702741650359554
93,0.666666667,326,0.4638084241669547
93,0.705882353,328,0.4891945194274992
93,0.705882353,330,0.4822938884476967
93,0.909090909,347,0.4779829872504304
93,0.909090909,348,0.4912898190684978
93,0.909090909,349,0.46944970086657295
93,0.909090909,350,0.4818011829686526
93,0.714285714,352,0.49238353555871367
93,0.714285714,354,0.48515367070111204
93,0.625,355,0.49160484177620756
93,0.714285714,356,0.5010512051237129
93,0.625,357,0.48533137462040327
93,0.714285714,358,0.4958420040924082
93,0.666666667,375,0.4766792561958428
93,0.714285714,376,0.4834929426600865
93,0.666666667,377,0.4694929941884185
93,0.714285714,378,0.4753392902698358
93,0.909090909,380,0.4230147023678666
93,0.909090909,381,0.42357012295917007
93,0.909090909,382,0.4145863527494029
93,0.666666667,383,0.3935640008324015
93,0.769230769,384,0.4555720881492036
93,0.666666667,385,0.38313748100223477
93,0.769230769,386,0.4449414773878947
93,0.476190476,403,0.3615099526723552
93,0.666666667,404,0.4339087616538255
93,0.476190476,405,0.35732510719177585
93,0.666666667,406,0.4290787009781556
93,0.666666667,407,0.4459719304240795
93,0.714285714,408,0.4611710848434711
93,0.666666667,409,0.4383842359035699
93,0.714285714,410,0.45339219822331894
93,0.909090909,412,0.49330812377648686
93,0.909090909,414,0.4841382909428583
93,0.714285714,432,0.4326177511704428
93,0.714285714,434,0.42631687916601707
93,0.526315789,435,0.4176325715137271
93,0.714285714,436,0.46121839228890066
93,0.526315789,437,0.41117762969889965
93,0.714285714,438,0.45489053791626666
93,0.666666667,439,0.38022215425315087
93,0.714285714,440,0.38290792551291186
93,0.666666667,441,0.3774016298259393
93,0.714285714,442,0.37910000446560677
93,0.909090909,459,0.42904025852755945
93,0.909090909,460,0.41739609159480406
93,0.909090909,461,0.4218547206093616
93,0.909090909,462,0.4097780100941509
93,0.5,464,0.4067122338455817
93,0.5,466,0.4019403542970794
93,0.352941176,467,0.3507035732957476
93,0.5,468,0.4200541367595513
93,0.352941176,469,0.3452292144054768
93,0.5,470,0.4144622347356298
93,0.5,487,0.44309031085434425
93,0.545454545,488,0.4499016490198881
93,0.5,489,0.43789384446609203
93,0.545454545,490,0.4428144151736039
93,0.666666667,491,0.47623343334233864
93,0.666666667,492,0.46848351031849345
93,0.666666667,493,0.4693348943235327
93,0.666666667,494,0.4598816214041845
93,0.333333333,495,0.40074979248043663
93,0.461538462,496,0.4457593684933633
93,0.333333333,497,0.39260686129684835
93,0.461538462,498,0.43804329502409123
93,0.461538462,515,0.47530078827617506
93,0.5,516,0.4713613742357479
93,0.461538462,517,0.46597260388001027
93,0.5,518,0.46255435054073596
93,0.461538462,519,0.37901131199864274
93,0.5,520,0.3788684631478124
93,0.461538462,521,0.3748658387690611
93,0.5,522,0.3740979090236974
93,0.666666667,523,0.4737249520238199
93,0.666666667,524,0.46837093720151163
93,0.666666667,525,0.46659847459568904
93,0.666666667,526,0.4611394034558194
93,0.6,289,0.329590743878579
93,0.526315789,338,0.5710964591074085
93,0.588235294,374,0.6783114957020338
93,0.714285714,391,0.6091001485718724
93,0.769230769,392,0.6981543022713308
93,0.909090909,427,0.7313202412372425
93,0.909090909,428,0.7509272555686329
93,0.909090909,445,0.6317493985390028
93,0.909090909,446,0.7002327938060505
93,0.428571429,481,0.544349488985467
93,0.545454545,482,0.585773503009268
93,0.352941176,499,0.5041311928005248
93,0.461538462,500,0.6019726429805305
93,0.555555556,340,0.58606477687492
93,0.555555556,342,0.5730611063370075
93,0.666666667,359,0.3908463384122073
93,0.714285714,360,0.5240768173104801
93,0.666666667,361,0.38115643309508673
93,0.714285714,362,0.5133050428914917
93,0.666666667,387,0.5556940306940322
93,0.625,400,0.6214165753709038
93,0.625,402,0.6038279661058865
93,0.666666667,419,0.4301655310884828
93,0.769230769,420,0.5486976630104711
93,0.666666667,421,0.41761262694998647
93,0.769230769,422,0.5340405369608433
93,0.428571429,479,0.5616947678499038
93,0.545454545,480,0.6027262306234158
93,0.352941176,501,0.4865157075369035
93,0.461538462,502,0.5870722521898389
93,0.526315789,336,0.5863902991448885
93,0.666666667,447,0.6224654673722083
93,0.909090909,429,0.7119041151681417
93,0.666666667,449,0.6015614052249092
93,0.461538462,471,0.5051596386654909
93,0.461538462,473,0.49027464125258025
93,0.6,311,0.6463089743185745
93,0.6,313,0.6326223427386432
93,0.714285714,393,0.5947585723775137
93,0.666666667,475,0.5881964377522331
93,0.625,343,0.6942843283257288
93,0.909090909,366,0.630953212598894
93,0.588235294,370,0.5983957451769957
93,0.909090909,397,0.6999552208082369
93,0.909090909,398,0.7271687126206706
93,0.769230769,416,0.6302163995202811
93,0.769230769,418,0.6131141029245825
93,0.909090909,444,0.7243739778505971
93,0.769230769,448,0.705673597588155
93,0.769230769,450,0.6860517928950636
93,0.769230769,452,0.7145250776257885
93,0.769230769,454,0.6956831703834937
93,0.714285714,455,0.7662266605219448
93,0.769230769,456,0.7550923998928956
93,0.714285714,457,0.7463080020178356
93,0.769230769,458,0.734004133731972
93,0.666666667,478,0.6559420886008944
93,0.545454545,484,0.7235250330084
93,0.545454545,486,0.7032708518477169
93,0.666666667,451,0.6621254179358932
93,0.428571429,483,0.7227196115928591
93,0.428571429,503,0.5992206606453429
93,0.428571429,505,0.5819593204198669
93,0.666666667,346,0.7101471064230178
93,0.909090909,395,0.7179080229337407
93,0.769230769,426,0.6609880596206965
93,0.909090909,430,0.7284925367218256
93,0.461538462,504,0.6886121057675932
93,0.461538462,506,0.6685303610143352
93,0.555555556,368,0.6117152985722157
93,0.666666667,507,0.665070835155578
93,0.666666667,509,0.6459908994294419
93,0.666666667,508,0.7181071271575584
93,0.666666667,510,0.6963188191576404
93,0.461538462,511,0.7263621972092058
93,0.461538462,513,0.7058748091480652
93,0.666666667,344,0.7309414398379611
93,0.588235294,372,0.6981582515891899
93,1.0,334,0.6313625960106564
93,0.769230769,390,0.6644805301100805
93,0.909090909,364,0.644540491268598
93,0.909090909,396,0.7465384645641981
93,0.909090909,443,0.6577851797024151
93,0.5,474,0.6095011032357815
93,0.666666667,476,0.6754284471359017
93,0.5,512,0.723296255982159
93,0.5,514,0.7030706975241812
93,0.5,472,0.6258001826486155
93,1.0,331,0.4763432777764197
93,1.0,333,0.46726724023423727
93,0.769230769,388,0.6862315441514654
93,1.0,332,0.6424603094166916
93,0.769230769,394,0.681621926665909
93,0.666666667,312,0.7109686375384445
93,0.666666667,314,0.6968550386956283
93,0.769230769,424,0.6798544265136217
93,1.0,317,0.8601996931646265
93,1.0,318,0.8113168081728546
93,1.0,315,0.8851839582517786
93,1.0,316,0.836608713096433
146,0.3,585,0.12252160145976232
146,0.588235294,367,0.4653439000651362
146,0.5,369,0.4543018326672475
146,0.303030303,415,0.5034928837288319
146,0.909090909,371,0.6316920570650602
146,0.909090909,399,0.5470100462429927
146,0.8,401,0.5299476978336312
146,0.380952381,389,0.5356529967122671
146,0.307692308,477,0.5722984977209877
146,0.8,373,0.6124254433160518
146,0.615384615,453,0.64423163170201
146,0.8,485,0.7034788966116281
146,0.315789474,589,0.1367779296275578
146,0.428571429,308,0.3806058151256186
146,0.384615385,310,0.37371226985127914
146,0.666666667,423,0.5876812298407655
146,0.571428571,425,0.5721104084593115
146,0.909090909,345,0.6749191100685634
146,0.555555556,341,0.44623980240733785
146,0.5,555,0.3652151447233531
146,0.615384615,556,0.4061988910475808
146,0.375,557,0.35042983806093364
146,0.5,558,0.39323152602915323
146,0.666666667,564,0.3914428422423325
146,0.545454545,566,0.38085751900227627
146,0.8,568,0.41079737380247155
146,0.666666667,570,0.39939712214938794
146,0.5,338,0.5710964591074085
146,0.8,374,0.6783114957020338
146,0.476190476,391,0.6091001485718724
146,0.625,392,0.6981543022713308
146,0.909090909,427,0.7313202412372425
146,0.909090909,428,0.7509272555686329
146,0.444444444,445,0.6317493985390028
146,0.615384615,446,0.7002327938060505
