model,balanced_accuracy,groundtruth_balanced_accuracy,dataset
97,0.6401070219915138,0.672733762,1
98,0.6660459464238815,0.748037116,1
99,0.6918299343830827,0.755531763,1
100,0.8756398601318415,0.995360457,1
101,0.8519681631957055,0.994289793,1
102,0.8561984400327893,0.98965025,1
103,0.8854315482591382,0.996074233,1
104,0.8831221438556562,0.998572448,1
105,0.8848412821477827,0.996788009,1
106,0.8813893964723255,0.995003569,1
107,0.8816588800294172,0.995003569,1
108,0.5403024507542262,0.564239829,1
109,0.5387565367967879,0.584939329,1
110,0.667526280501939,0.756245539,1
111,0.6730448230486706,0.727337616,1
112,0.5474799732599623,0.593147752,1
113,0.8450302006417485,0.992862241,1
114,0.5417110272765031,0.559957173,1
115,0.8486963721782438,0.987508922,1
116,0.5256184784123523,0.575660243,1
117,0.857578975520759,0.982869379,1
118,0.5841440272420482,0.578158458,1
119,0.8633313636700275,0.975374732,1
120,0.8548134243134915,0.980728051,1
121,0.5644881147758826,0.584582441,1
247,0.5098394069889921,0.499286224,1
248,0.5098698833784251,0.5,1
249,0.5098214966487082,0.499643112,1
250,0.45126843436781894,0.41184868,1
251,0.5467113218039695,0.514989293,1
252,0.4570311775785719,0.44468237,1
253,0.48191711391811864,0.447537473,1
254,0.5476874274649709,0.553890079,1
255,0.5278912677935086,0.546395432,1
256,0.5372796353924161,0.526766595,1
257,0.47096741687250887,0.44111349,1
258,0.5098698833784251,0.5,1
259,0.5098698833784251,0.5,1
260,0.5098698833784251,0.5,1
261,0.5098698833784251,0.5,1
262,0.5100700392569272,0.500713776,1
263,0.5098698833784251,0.5,1
264,0.5098698833784251,0.5,1
265,0.5098847304547712,0.499643112,1
266,0.5123395952312567,0.504282655,1
267,0.5105101464834503,0.500713776,1
268,0.5024809271914038,0.493219129,1
269,0.2462949230497793,0.151677373,1
270,0.1816384698168615,0.066738044,1
271,0.5098698833784251,0.5,1
297,0.5175509993618478,0.506067095,1
298,0.5253741191340667,0.502855103,1
299,0.5227942643093907,0.502141328,1
300,0.4973292337453614,0.504639543,1
301,0.5633857697918512,0.517844397,1
302,0.5199440232524989,0.520342612,1
303,0.4377234569995584,0.461099215,1
304,0.5741894468074304,0.575303355,1
305,0.5624433991261009,0.620985011,1
306,0.4723219852563414,0.387937188,1
307,0.40934615198626617,0.428265525,1
308,0.5098698833784251,0.5,1
309,0.48009166931952224,0.454675232,1
310,0.5014958855296954,0.480014276,1
311,0.5118992950432654,0.501427552,1
312,0.5101085948111809,0.509279086,1
313,0.508737896881815,0.5,1
314,0.5250232003071976,0.57958601,1
315,0.4369930732752355,0.413276231,1
316,0.5098698833784251,0.5,1
317,0.5092266873731025,0.5,1
318,0.5326009145353947,0.529978587,1
319,0.5188839959046674,0.453961456,1
320,0.44645843060026846,0.429693076,1
321,0.5164977371034732,0.510706638,1
372,0.7405199367696226,0.799428979,1
373,0.6818791061841598,0.762312634,1
374,0.7364456089701183,0.807280514,1
375,0.8475378626417456,0.996074233,1
376,0.8486780453352032,0.996788009,1
377,0.8825608078988085,0.990720914,1
378,0.8929227962329626,0.99821556,1
379,0.8810990013106528,0.998929336,1
380,0.8876453167579048,0.996431121,1
381,0.8810181408310828,0.994646681,1
382,0.8811647100315007,0.997144897,1
383,0.5389556122061777,0.536759458,1
384,0.5860118245007772,0.658815132,1
385,0.7272718993424571,0.813704497,1
386,0.7056729695193101,0.76302641,1
387,0.5714106746206863,0.625624554,1
388,0.8555610621215572,0.974304069,1
389,0.5825635076416794,0.630264097,1
390,0.8456076828150465,0.992148465,1
391,0.5809154870154675,0.606709493,1
392,0.8503967323336423,0.991791577,1
393,0.5771825990799031,0.606352605,1
394,0.8368695519178584,0.990007138,1
395,0.8495805849817704,0.989293362,1
396,0.6147501664368032,0.706995004,1
422,0.5097652816326084,0.5,1
423,0.5416453646678195,0.518915061,1
424,0.5833328586158656,0.563169165,1
425,0.3497567624850241,0.284796574,1
426,0.4664385196897065,0.459314775,1
427,0.5171747487126998,0.518558173,1
428,0.5107117947581264,0.507137759,1
429,0.5715923583403042,0.574232691,1
430,0.5458757063533544,0.513204854,1
431,0.4889576401039999,0.476445396,1
432,0.4139004138760103,0.349036403,1
433,0.5098698833784251,0.5,1
434,0.5153063919954075,0.526052819,1
435,0.5009768760067185,0.517130621,1
436,0.544542586238654,0.528194147,1
437,0.5461383657183296,0.502141328,1
438,0.47183578228956,0.525695931,1
439,0.5098698833784251,0.5,1
440,0.3705027824448456,0.267309065,1
441,0.5098698833784251,0.5,1
442,0.5095206071800319,0.5,1
443,0.5391163363899361,0.528551035,1
444,0.8088213984448109,0.895788722,1
445,0.8406578174467866,0.937901499,1
446,0.5289914447541062,0.520342612,1
1022,0.5435862515371249,0.481798715,1
1023,0.5309908984081723,0.48786581,1
1024,0.5101591854281786,0.452177016,1
1025,0.47011456206338986,0.394361171,1
1026,0.4924556454118281,0.414346895,1
1027,0.5105556550600898,0.431120628,1
1028,0.4087050941210196,0.307637402,1
1029,0.47026220062600765,0.374018558,1
1030,0.6856128172683844,0.653818701,1
1031,0.5642344534777087,0.501070664,1
1032,0.5433364011932444,0.459671663,1
1033,0.5098698833784251,0.5,1
1034,0.5050321477476906,0.444325482,1
1035,0.55067671085797,0.483940043,1
1036,0.5599380679630986,0.513204854,1
1037,0.5020506313668429,0.427551749,1
1038,0.5473988424049316,0.461099215,1
1039,0.5038196273249624,0.41862955,1
1040,0.5519951067016434,0.488579586,1
1041,0.5229253622125518,0.467880086,1
1042,0.5596713579703155,0.496431121,1
1043,0.4949175905640242,0.438972163,1
1044,0.5515055308827909,0.484296931,1
1045,0.5386820456298187,0.46538187,1
1046,0.508517462885647,0.44111349,1
1347,0.5100214802777463,0.500356888,1
1348,0.5127637132982898,0.500713776,1
1349,0.5833421084321477,0.578515346,1
1350,0.4822486250495055,0.488222698,1
1351,0.4513988645025011,0.417915774,1
1352,0.510497005554067,0.503568879,1
1353,0.4536832649717587,0.429693076,1
1354,0.5722449234491466,0.56923626,1
1355,0.4873012071612669,0.45503212,1
1356,0.514052419219401,0.502498216,1
1357,0.5080379564197897,0.526766595,1
1358,0.5098698833784251,0.5,1
1359,0.5100347838056857,0.500713776,1
1360,0.5065584044489062,0.529978587,1
1361,0.5090641815447732,0.500713776,1
1362,0.554064859406967,0.517130621,1
1363,0.4752744664302442,0.462883655,1
1364,0.5106810775022413,0.496431121,1
1365,0.3337339642816743,0.248037116,1
1366,0.5372213319249424,0.498572448,1
1367,0.5209942008005333,0.513204854,1
1368,0.5134723366481816,0.505353319,1
1369,0.8241757283476152,0.913276231,1
1370,0.8502654257364333,0.947180585,1
1371,0.5515259864926534,0.551034975,1
1472,0.5408851296893682,0.518201285,1
1473,0.5021688676578402,0.481441827,1
1474,0.5230437988947548,0.519628837,1
1475,0.5133442027851374,0.490720914,1
1476,0.5004597330713392,0.493576017,1
1477,0.6182393533520095,0.631334761,1
1478,0.5680083164305716,0.575303355,1
1479,0.48826658619347557,0.476802284,1
1480,0.654674695483598,0.618843683,1
1481,0.5609899699259481,0.589578872,1
1482,0.5247232580655502,0.516773733,1
1483,0.5098698833784251,0.5,1
1484,0.5098698833784251,0.5,1
1485,0.49455428563738135,0.505710207,1
1486,0.49072951284414773,0.47751606,1
1487,0.5126970631696407,0.503211991,1
1488,0.5064197473790659,0.495003569,1
1489,0.5098698833784251,0.5,1
1490,0.5098698833784251,0.5,1
1491,0.5098698833784251,0.5,1
1492,0.5097477091078496,0.5,1
1493,0.48787111572428243,0.480728051,1
1494,0.6264037996593913,0.592790864,1
1495,0.5528365579956471,0.514989293,1
1496,0.5098698833784251,0.5,1
1622,0.5160713338877655,0.508208423,1
1623,0.5134898326083369,0.507851535,1
1624,0.590793281941707,0.568522484,1
1625,0.479549995103002,0.481084939,1
1626,0.5569940505277787,0.538900785,1
1627,0.6809264531910348,0.736259814,1
1628,0.34553547643025195,0.311206281,1
1629,0.5164181629381963,0.537830121,1
1630,0.5388811642748174,0.521770164,1
1631,0.4513314392033125,0.505710207,1
1632,0.5940926879029605,0.568879372,1
1633,0.5098698833784251,0.5,1
1634,0.5254595975331584,0.530692363,1
1635,0.5210242114849152,0.562098501,1
1636,0.5166006025912606,0.51391863,1
1637,0.5170257916671156,0.5,1
1638,0.521382745556638,0.535331906,1
1639,0.5336231921034401,0.480371163,1
1640,0.4348713964910541,0.398286938,1
1641,0.5098698833784251,0.5,1
1642,0.5119406687530523,0.501427552,1
1643,0.5099380103462519,0.5,1
1644,0.7884475792862736,0.86509636,1
1645,0.8476854936067446,0.947894361,1
1646,0.5359670530746312,0.539614561,1
1797,0.4792093407735167,0.433261956,1
1798,0.49607053167004794,0.496074233,1
1799,0.507916815633039,0.457530335,1
1800,0.5301607627208088,0.463954318,1
1801,0.6001125139971155,0.61598858,1
1802,0.6246996330180958,0.626695218,1
1803,0.6642481586294359,0.628479657,1
1804,0.548200888659705,0.560670949,1
1805,0.5576816707370058,0.512491078,1
1806,0.43796127348044744,0.369735903,1
1807,0.5180798559779822,0.457530335,1
1808,0.5379636515666736,0.523911492,1
1809,0.5164414693589342,0.473947181,1
1810,0.5338401273964037,0.496431121,1
1811,0.5201400260592925,0.496788009,1
1812,0.5573143671220712,0.521770164,1
1813,0.5495234620762823,0.496788009,1
1814,0.5041917168814174,0.492862241,1
1815,0.5806015281013137,0.548536759,1
1816,0.5086767172820108,0.526052819,1
1817,0.6223066729943026,0.634189864,1
1818,0.5098715468438207,0.5,1
1819,0.5747080254286141,0.521770164,1
1820,0.5592170477417967,0.533904354,1
1821,0.5558470380345324,0.526766595,1
322,0.029551708145693273,0.557985758,10
323,0.029551708145693273,0.679043744,10
324,0.029551708145693273,0.689725331,10
325,0.029551708145693273,0.498982706,10
326,0.029551708145693273,0.523397762,10
327,0.029551708145693273,0.920651068,10
328,0.029551708145693273,0.322990844,10
329,0.029551708145693273,0.309257375,10
330,0.029551708145693273,0.476093591,10
331,0.029551708145693273,0.553407935,10
332,0.029551708145693273,0.486266531,10
333,0.029551708145693273,0.486775178,10
334,0.029551708145693273,0.500508647,10
335,0.029551708145693273,0.517802645,10
336,0.029551708145693273,0.54069176,10
337,0.029551708145693273,0.501017294,10
338,0.029551708145693273,0.500508647,10
339,0.029551708145693273,0.5,10
340,0.029551708145693273,0.508138352,10
341,0.029551708145693273,0.5,10
342,0.029551708145693273,0.534587996,10
343,0.029551708145693273,0.503051882,10
344,0.029551708145693273,0.845879959,10
345,0.029551708145693273,0.856561546,10
346,0.029551708145693273,0.566632757,10
722,0.029551708145693273,0.623092574,10
723,0.029551708145693273,0.682095626,10
724,0.029551708145693273,0.695320448,10
725,0.029551708145693273,0.746185148,10
726,0.029551708145693273,0.684638861,10
727,0.029551708145693273,0.757884028,10
728,0.029551708145693273,0.707527976,10
729,0.029551708145693273,0.789928789,10
730,0.029551708145693273,0.81180061,10
731,0.029551708145693273,0.739572737,10
732,0.029551708145693273,0.871312309,10
733,0.029551708145693273,0.538148525,10
734,0.029551708145693273,0.630722279,10
735,0.029551708145693273,0.589013225,10
736,0.029551708145693273,0.606307223,10
737,0.029551708145693273,0.589013225,10
738,0.029551708145693273,0.723296033,10
739,0.029551708145693273,0.671922686,10
740,0.029551708145693273,0.833672431,10
741,0.029551708145693273,0.519837233,10
742,0.029551708145693273,0.756358087,10
743,0.029551708145693273,0.630722279,10
744,0.029551708145693273,0.681078332,10
745,0.029551708145693273,0.745676501,10
746,0.029551708145693273,0.626653103,10
1222,0.029551708145693273,0.490844354,10
1223,0.029551708145693273,0.631230926,10
1224,0.029551708145693273,0.567141404,10
1225,0.029551708145693273,0.510681587,10
1226,0.029551708145693273,0.506612411,10
1227,0.029551708145693273,0.950661241,10
1228,0.029551708145693273,0.424720244,10
1229,0.029551708145693273,0.550356053,10
1230,0.029551708145693273,0.568667345,10
1231,0.029551708145693273,0.733468973,10
1232,0.029551708145693273,0.686673449,10
1233,0.029551708145693273,0.5,10
1234,0.029551708145693273,0.498982706,10
1235,0.029551708145693273,0.477110885,10
1236,0.029551708145693273,0.496439471,10
1237,0.029551708145693273,0.508646999,10
1238,0.029551708145693273,0.5,10
1239,0.029551708145693273,0.5,10
1240,0.029551708145693273,0.5,10
1241,0.029551708145693273,0.5,10
1242,0.029551708145693273,0.501525941,10
1243,0.029551708145693273,0.5,10
1244,0.029551708145693273,0.837741607,10
1245,0.029551708145693273,0.856052899,10
1246,0.029551708145693273,0.587995931,10
172,-0.01972479239543823,0.408794788,15
173,-0.01972479239543823,0.457654723,15
174,-0.01972479239543823,0.382736156,15
175,-0.01972479239543823,0.5,15
176,-0.01972479239543823,0.5,15
177,-0.01972479239543823,0.5,15
178,-0.01972479239543823,0.5,15
179,-0.01972479239543823,0.5,15
180,-0.01972479239543823,0.5,15
181,-0.01972479239543823,0.503257329,15
182,-0.01972479239543823,0.5,15
183,-0.01972479239543823,0.368078176,15
184,-0.01972479239543823,0.350162866,15
185,-0.01972479239543823,0.530944625,15
186,-0.01972479239543823,0.501628664,15
187,-0.01972479239543823,0.364820847,15
188,-0.01972479239543823,0.741042345,15
189,-0.01972479239543823,0.519543974,15
190,-0.01972479239543823,0.664495114,15
191,-0.01972479239543823,0.294788274,15
192,-0.01972479239543823,0.747557003,15
193,-0.01972479239543823,0.40228013,15
194,-0.01972479239543823,0.374592834,15
195,-0.01972479239543823,0.30781759,15
196,-0.01972479239543823,0.496742671,15
397,-0.01972479239543823,0.5,15
398,-0.01972479239543823,0.687296417,15
399,-0.01972479239543823,0.5,15
400,-0.01972479239543823,0.5,15
