model,balanced_accuracy,groundtruth_balanced_accuracy,dataset
97,0.3833534226974016,0.672733762,1
98,0.3991649961451687,0.748037116,1
99,0.4143668200248955,0.755531763,1
100,0.5255882160416787,0.995360457,1
101,0.5114636238936078,0.994289793,1
102,0.5138579240038776,0.98965025,1
103,0.531314675336338,0.996074233,1
104,0.5300810012091454,0.998572448,1
105,0.5309735014118167,0.996788009,1
106,0.5289886414870948,0.995003569,1
107,0.5291519238571262,0.995003569,1
108,0.32333491399032366,0.564239829,1
109,0.3225308927238671,0.584939329,1
110,0.4000589386067864,0.756245539,1
111,0.4032152023302027,0.727337616,1
112,0.32772187702633154,0.593147752,1
113,0.5072674623056417,0.992862241,1
114,0.32423610127284835,0.559957173,1
115,0.5091541607499759,0.987508922,1
116,0.3148102998036122,0.575660243,1
117,0.5146291830450697,0.982869379,1
118,0.3496423410896971,0.578158458,1
119,0.5180052304203235,0.975374732,1
120,0.5127751993883303,0.980728051,1
121,0.337840594768478,0.584582441,1
247,0.30488772706113176,0.499286224,1
248,0.3049068794820297,0.5,1
249,0.304878248272413,0.499643112,1
250,0.2693631251183196,0.41184868,1
251,0.32672907248353583,0.514989293,1
252,0.27316617443476054,0.44468237,1
253,0.2877534135518258,0.447537473,1
254,0.3274435691690075,0.553890079,1
255,0.3157859864116728,0.546395432,1
256,0.32134226041863123,0.526766595,1
257,0.2813313987134573,0.44111349,1
258,0.3049068794820297,0.5,1
259,0.3049068794820297,0.5,1
260,0.3049068794820297,0.5,1
261,0.3049068794820297,0.5,1
262,0.30502536363177624,0.500713776,1
263,0.3049068794820297,0.5,1
264,0.3049068794820297,0.5,1
265,0.3049168567217816,0.499643112,1
266,0.30642868359187936,0.504282655,1
267,0.30528982977908975,0.500713776,1
268,0.30043671399777105,0.493219129,1
269,0.14596131512095123,0.151677373,1
270,0.10697951287028915,0.066738044,1
271,0.3049068794820297,0.5,1
297,0.30941825506157483,0.506067095,1
298,0.31430613258046086,0.502855103,1
299,0.3124895987738217,0.502141328,1
300,0.2975974039319887,0.504639543,1
301,0.3370420037617247,0.517844397,1
302,0.31137346865426074,0.520342612,1
303,0.2618539593379068,0.461099215,1
304,0.3438481960419798,0.575303355,1
305,0.3368988026304912,0.620985011,1
306,0.2818043030630869,0.387937188,1
307,0.24463432665313428,0.428265525,1
308,0.3049068794820297,0.5,1
309,0.28694937695324224,0.454675232,1
310,0.2999020055507732,0.480014276,1
311,0.3061371756217118,0.501427552,1
312,0.30505689579527295,0.509279086,1
313,0.30422451948461904,0.5,1
314,0.3145791241605357,0.57958601,1
315,0.2608184426060983,0.413276231,1
316,0.3049068794820297,0.5,1
317,0.3045233903752403,0.5,1
318,0.31864653503202817,0.529978587,1
319,0.3099691819572219,0.453961456,1
320,0.2669641724068189,0.429693076,1
321,0.30890585855975977,0.510706638,1
372,0.44385657192337347,0.799428979,1
373,0.40881283759669296,0.762312634,1
374,0.44131693271291794,0.807280514,1
375,0.508672377080615,0.996074233,1
