f1_score,groundtruth_f1_score,dataset,model
0.35026912769772145,0.3,93,463
0.3455591922654439,0.3,93,465
0.5679055111307115,0.909090909,93,363
0.5151448261050062,0.303030303,93,367
0.5029985774870497,0.303030303,93,369
0.5381447244428381,0.666666667,93,415
0.3940003307399134,0.5,93,323
0.6756826139678649,0.384615385,93,371
0.6097475886091369,0.37037037,93,399
0.5911464315020333,0.37037037,93,401
0.5356261446869691,0.909090909,93,411
0.4787915059068427,0.631578947,93,327
0.5706167687392261,0.666666667,93,389
0.3902409242450185,0.5,93,325
0.6121432521765926,0.666666667,93,477
0.5541362898732424,0.909090909,93,365
0.6539733445514114,0.384615385,93,373
0.31583554378086254,0.342857143,93,319
0.3137036775362279,0.352941176,93,321
0.4880076178018261,0.625,93,351
0.4787108490122513,0.625,93,353
0.5175661716445593,0.666666667,93,417
0.39544711254026976,0.454545455,93,431
0.38816895424477765,0.454545455,93,433
0.6872990164715886,0.666666667,93,453
0.750835609257756,0.428571429,93,485
0.47493292475673166,0.909090909,93,379
0.390202554754886,0.4,93,308
0.3839835055612289,0.413793103,93,310
0.4731171326974106,0.631578947,93,329
0.6307621663899936,0.714285714,93,423
0.6138250798849995,0.714285714,93,425
0.5267607382266954,0.909090909,93,413
0.7226064789761202,0.625,93,345
0.270105135568661,0.444444444,93,290
0.446886593942095,0.769230769,93,291
0.2810762260235727,0.5,93,292
0.43801635377659986,0.833333333,93,293
0.2810108867413671,0.5,93,294
0.43595383799838333,0.833333333,93,295
0.2807880152588705,0.5,93,296
0.43633089167315786,0.833333333,93,297
0.280788054042244,0.5,93,298
0.41145212393239916,0.545454545,93,299
0.40635393056716423,0.545454545,93,301
0.42523788855899874,0.666666667,93,320
0.42370134703614515,0.666666667,93,322
0.4982825596726303,0.666666667,93,324
0.4922365910762697,0.666666667,93,326
0.5184537898537999,0.705882353,93,328
0.5119192427893371,0.705882353,93,330
0.5167524223150803,0.909090909,93,347
0.5201687701134299,0.909090909,93,348
0.5079965109104979,0.909090909,93,349
0.5104341878143352,0.909090909,93,350
0.5149495709945386,0.714285714,93,352
0.5079181127455282,0.714285714,93,354
0.5214994154574983,0.625,93,355
0.5314058568315441,0.714285714,93,356
0.5155293870453275,0.625,93,357
0.5267280943412539,0.714285714,93,358
0.5020703413934099,0.666666667,93,375
0.5115555524580953,0.714285714,93,376
0.49435475486823177,0.666666667,93,377
0.5027035496274748,0.714285714,93,378
0.4644418941345842,0.909090909,93,380
0.46641742109427187,0.909090909,93,381
0.4552066347708748,0.909090909,93,382
0.4252499285028092,0.666666667,93,383
0.4846605708895032,0.769230769,93,384
0.41425077260040377,0.666666667,93,385
0.4738852874419706,0.769230769,93,386
0.3866022876933787,0.476190476,93,403
0.4616150375847182,0.666666667,93,404
0.3824021292187757,0.476190476,93,405
0.45702483425293794,0.666666667,93,406
0.46880876933242616,0.666666667,93,407
0.4867188594934982,0.714285714,93,408
0.4604733347768555,0.666666667,93,409
0.4784291368827856,0.714285714,93,410
0.5280703702933244,0.909090909,93,412
0.518525494328323,0.909090909,93,414
0.4621288395228472,0.714285714,93,432
0.4558662200184833,0.714285714,93,434
0.4466118888498368,0.526315789,93,435
0.49080605898152047,0.714285714,93,436
0.44027080619667425,0.526315789,93,437
0.4844757592368586,0.714285714,93,438
0.41195450957701485,0.666666667,93,439
0.41616242338238674,0.714285714,93,440
0.4094099544570399,0.666666667,93,441
0.41241609820745817,0.714285714,93,442
0.4743820871848515,0.909090909,93,459
0.46024773668754754,0.909090909,93,460
0.4663918895661948,0.909090909,93,461
0.45175393465977753,0.909090909,93,462
0.4359433928340629,0.5,93,464
0.4324004339226038,0.5,93,466
0.37404494519926806,0.352941176,93,467
0.4445555761775319,0.5,93,468
0.36931024092713177,0.352941176,93,469
0.43954734998146466,0.5,93,470
0.4725388135380518,0.5,93,487
0.47946238831031085,0.545454545,93,488
0.4673017199127224,0.5,93,489
0.47220121815548455,0.545454545,93,490
0.5109315669018716,0.666666667,93,491
0.501484045905553,0.666666667,93,492
0.5036759422000529,0.666666667,93,493
0.4923944224252927,0.666666667,93,494
0.4374628886744385,0.333333333,93,495
0.47992507425788783,0.461538462,93,496
0.42894482056851774,0.333333333,93,497
0.4711249645265784,0.461538462,93,498
0.5070807639791459,0.461538462,93,515
0.5017859331431398,0.5,93,516
0.4969371915048339,0.461538462,93,517
0.4923117995775595,0.5,93,518
0.41748212721582717,0.461538462,93,519
0.41652390583933396,0.5,93,520
0.4130395691050798,0.461538462,93,521
0.41139374580457916,0.5,93,522
0.5097661767926129,0.666666667,93,523
0.5029863661276929,0.666666667,93,524
0.5019722425509692,0.666666667,93,525
0.4952509929930101,0.666666667,93,526
0.37798830552799706,0.6,93,289
0.6171883172144863,0.526315789,93,338
0.7203536676836888,0.588235294,93,374
0.6415701533979193,0.714285714,93,391
