f1_score,groundtruth_f1_score,dataset,model
0.350389773063868,0.3,93,463
0.34566915888896865,0.3,93,465
0.5681058751117994,0.909090909,93,363
0.5148722661729535,0.303030303,93,367
0.5027329278749612,0.303030303,93,369
0.5382631202751379,0.666666667,93,415
0.394246291497941,0.5,93,323
0.6752563261775161,0.384615385,93,371
0.6092802525262576,0.37037037,93,399
0.5906989518590726,0.37037037,93,401
0.5358567658737364,0.909090909,93,411
0.4790452284815294,0.631578947,93,327
0.5706027199238187,0.666666667,93,389
0.39047847749437675,0.5,93,325
0.6121911216696893,0.666666667,93,477
0.5543412312491753,0.909090909,93,365
0.6535703842623731,0.384615385,93,373
0.31595529593161065,0.342857143,93,319
0.3138200196527957,0.352941176,93,321
0.48829515664351025,0.625,93,351
0.4789878710444939,0.625,93,353
0.5176926207899891,0.666666667,93,417
0.39554559696295977,0.454545455,93,431
0.38825866367382494,0.454545455,93,433
0.6871114375873641,0.666666667,93,453
0.7504923090282302,0.428571429,93,485
0.4751889472516496,0.909090909,93,379
0.3903612267893165,0.4,93,308
0.38414017838703385,0.413793103,93,310
0.4733627363351357,0.631578947,93,329
0.6306463590701166,0.714285714,93,423
0.6137209263248391,0.714285714,93,425
0.5269835706624357,0.909090909,93,413
0.7226852055811923,0.625,93,345
0.2701122033183674,0.444444444,93,290
0.4470704305867133,0.769230769,93,291
0.2810909709839282,0.5,93,292
0.4381950454734893,0.833333333,93,293
0.2810255394300732,0.5,93,294
0.4361313483136701,0.833333333,93,295
0.2808024941075307,0.5,93,296
0.43650844305431225,0.833333333,93,297
0.2808025329211553,0.5,93,298
0.4116099875892269,0.545454545,93,299
0.4064904360468116,0.545454545,93,301
0.4254693762688414,0.666666667,93,320
0.42392437633872165,0.666666667,93,322
0.4984958335951936,0.666666667,93,324
0.4924428484068846,0.666666667,93,326
0.518675018804625,0.705882353,93,328
0.5121332322701893,0.705882353,93,330
0.5173603543383128,0.909090909,93,347
0.5204760381859151,0.909090909,93,348
0.5085945095596504,0.909090909,93,349
0.5107323443473994,0.909090909,93,350
0.5152003994827306,0.714285714,93,352
0.5081612271882506,0.714285714,93,354
0.5217016182124656,0.625,93,355
0.5316066292022732,0.714285714,93,356
0.5157251889760556,0.625,93,357
0.5269222191101506,0.714285714,93,358
0.5022721356647774,0.666666667,93,375
0.5117384833967157,0.714285714,93,376
0.4945528703096572,0.666666667,93,377
0.502882626589576,0.714285714,93,378
0.4646723336136853,0.909090909,93,380
0.46666583248702487,0.909090909,93,381
0.45542945230183546,0.909090909,93,382
0.425479981997667,0.666666667,93,383
