f1_score,groundtruth_f1_score,dataset,model
0.376062331316183,0.3,93,463
0.37134952253759596,0.3,93,465
0.5937677059100459,0.909090909,93,363
0.540828349126518,0.303030303,93,367
0.5286830225128356,0.303030303,93,369
0.5639788661276637,0.666666667,93,415
0.41982295068822206,0.5,93,323
0.7013186134350212,0.384615385,93,371
0.63535938996055,0.37037037,93,399
0.6167632178038911,0.37037037,93,401
0.5614915921444523,0.909090909,93,411
0.50464262883625,0.631578947,93,327
0.5963778556595261,0.666666667,93,389
0.4160612887766941,0.5,93,325
0.6379626138792973,0.666666667,93,477
0.5799979182403427,0.909090909,93,365
0.6796138174294902,0.384615385,93,373
0.341615231810981,0.342857143,93,319
0.33948221423406816,0.352941176,93,321
0.5138631893304157,0.625,93,351
0.5045620369985135,0.625,93,353
0.5433996461582388,0.666666667,93,417
0.4212500108938016,0.454545455,93,431
0.41396837453558816,0.454545455,93,433
0.7130312447527183,0.666666667,93,453
0.7765215877469859,0.428571429,93,485
0.500785081450362,0.909090909,93,379
0.4159789796978825,0.4,93,308
0.4097598857968877,0.413793103,93,310
0.49896544223342126,0.631578947,93,329
0.6564974282909873,0.714285714,93,423
0.6395620190511119,0.714285714,93,425
0.5526222867583155,0.909090909,93,413
0.7483014640847027,0.625,93,345
0.29586135265245317,0.444444444,93,290
0.47272145785251424,0.769230769,93,291
0.30683697297160495,0.5,93,292
0.4638477003542468,0.833333333,93,293
0.3067716822308043,0.5,93,294
0.461784347705702,0.833333333,93,295
0.3065489589972939,0.5,93,296
0.46216164105088614,0.833333333,93,297
0.30654899775486955,0.5,93,298
0.4372720528182689,0.545454545,93,299
0.43216965649114314,0.545454545,93,301
0.4510704868469933,0.666666667,93,320
0.4495323222991677,0.666666667,93,322
0.5241341430159939,0.666666667,93,324
0.5180853492926533,0.666666667,93,326
0.5443132424984507,0.705882353,93,328
0.537775676117785,0.705882353,93,330
0.5426371670005046,0.909090909,93,347
0.5460395268692492,0.909090909,93,348
0.5338772281720734,0.909090909,93,349
0.5363006603425433,0.909090909,93,350
0.5408107288304482,0.714285714,93,352
0.5337760084761051,0.714285714,93,354
0.5473550962281024,0.625,93,355
0.5572657604719389,0.714285714,93,356
0.5413824572527817,0.625,93,357
0.5525856653130232,0.714285714,93,358
0.5279202970095915,0.666666667,93,375
0.5374068848525653,0.714285714,93,376
0.520201783177937,0.666666667,93,377
0.5285515680643225,0.714285714,93,378
0.49028769983399967,0.909090909,93,380
0.4922657653541071,0.909090909,93,381
0.4810483859299107,0.909090909,93,382
0.45108258633730786,0.666666667,93,383
0.5105089753335845,0.769230769,93,384
0.4400785720018492,0.666666667,93,385
0.49972946780762073,0.769230769,93,386
0.4124078660157643,0.476190476,93,403
0.48744937036909164,0.666666667,93,404
0.40820588194523044,0.476190476,93,405
0.48285689716028585,0.666666667,93,406
0.4946525373263922,0.666666667,93,407
0.5125651113268604,0.714285714,93,408
0.486313972959386,0.666666667,93,409
0.5042720911212974,0.714285714,93,410
0.5539302525113917,0.909090909,93,412
0.5443812138100974,0.909090909,93,414
0.48796102820264403,0.714285714,93,432
0.48169574332180526,0.714285714,93,434
0.47243065034447757,0.526315789,93,435
0.5166454509425149,0.714285714,93,436
0.4660869065952628,0.526315789,93,437
0.5103125433269848,0.714285714,93,438
0.4377837868581576,0.666666667,93,439
0.44199172354556937,0.714285714,93,440
0.43523758400607576,0.666666667,93,441
0.4382433478403162,0.714285714,93,442
0.5002292067378765,0.909090909,93,459
0.4860895875998211,0.909090909,93,460
0.4922355720209562,0.909090909,93,461
0.47759216542036087,0.909090909,93,462
0.4617686963618419,0.5,93,464
0.4582233267527415,0.5,93,466
0.3998524949307667,0.352941176,93,467
0.4703863822545201,0.5,93,468
0.39511529155930486,0.352941176,93,469
0.4653756024521185,0.5,93,470
0.498379938457025,0.5,93,487
0.5053043322665173,0.545454545,93,488
0.4931405707977028,0.5,93,489
0.49804000585602054,0.545454545,93,490
0.5367873027202407,0.666666667,93,491
0.5273347413229009,0.666666667,93,492
0.5295284587608818,0.666666667,93,493
0.5182412294094794,0.666666667,93,494
0.46327659095058543,0.333333333,93,495
0.5057595046283693,0.461538462,93,496
0.45475516050935166,0.333333333,93,497
0.4969563361596839,0.461538462,93,498
0.5329284697998502,0.461538462,93,515
0.527632553516549,0.5,93,516
0.5227812529479173,0.461538462,93,517
0.5181550123073667,0.5,93,518
0.4433081883803288,0.461538462,93,519
0.4423490901461411,0.5,93,520
0.4388636350628412,0.461538462,93,521
0.43721665252277053,0.5,93,522
0.5356198335561421,0.666666667,93,523
0.5288354858712195,0.666666667,93,524
0.5278228971808965,0.666666667,93,525
0.5210969350388075,0.666666667,93,526
0.4037983534986225,0.6,93,289
0.6429205181850581,0.526315789,93,338
0.7460310915158214,0.588235294,93,374
0.6673388688495028,0.714285714,93,391
0.7621244975221144,0.769230769,93,392
0.8087210719418517,0.909090909,93,427
0.8254488042136524,0.909090909,93,428
0.702630053151781,0.909090909,93,445
0.7739110041092929,0.909090909,93,446
0.6169700437599883,0.428571429,93,481
0.6595312031431905,0.545454545,93,482
0.5751917317854088,0.352941176,93,499
0.6780784264345379,0.461538462,93,500
0.6589748449569266,0.555555556,93,340
0.6451925030589664,0.555555556,93,342
0.45606795331538746,0.666666667,93,359
0.5975337817576735,0.714285714,93,360
0.4455355033531737,0.666666667,93,361
0.5855506695602073,0.714285714,93,362
0.6183176227582574,0.666666667,93,387
0.70477015456863,0.625,93,400
0.6854662153051542,0.625,93,402
0.49581043027779526,0.666666667,93,419
0.6213738799973652,0.769230769,93,420
0.48177660218258966,0.666666667,93,421
0.6048767670169846,0.769230769,93,422
0.6363379087594699,0.428571429,93,479
0.6786006852706953,0.545454545,93,480
0.556142832761044,0.352941176,93,501
0.6617605342660435,0.461538462,93,502
0.6600674493083692,0.526315789,93,336
0.6906341409338614,0.666666667,93,447
0.7877062176074966,0.909090909,93,429
0.667444442413684,0.666666667,93,449
0.55238301568455,0.461538462,93,471
0.5373618398551696,0.461538462,93,473
0.6889387505999595,0.6,93,311
0.6756479500015727,0.6,93,313
0.6523923089475857,0.714285714,93,393
0.654206360502783,0.666666667,93,475
0.7680107171004098,0.625,93,343
0.7027354341955225,0.909090909,93,366
0.6691972000786958,0.588235294,93,370
0.7740826713360126,0.909090909,93,397
0.8009169994672469,0.909090909,93,398
0.6981465206554234,0.769230769,93,416
0.679135188399213,0.769230769,93,418
0.8005331409675326,0.909090909,93,444
