f1_score,groundtruth_f1_score,dataset,model
0.3117176063007577,0.3,93,463
0.30701773691835993,0.3,93,465
0.5291277609296904,0.909090909,93,363
0.4769801813750911,0.303030303,93,367
0.4648301974194891,0.303030303,93,369
0.4994611851761063,0.666666667,93,415
0.3553459450160656,0.5,93,323
0.6376871685038032,0.384615385,93,371
0.5718376253603213,0.37037037,93,399
0.5532183320756027,0.37037037,93,401
0.4968339516361031,0.909090909,93,411
0.4400438692009242,0.631578947,93,327
0.5321859721209433,0.666666667,93,389
0.35159438792354986,0.5,93,325
0.5735145737188255,0.666666667,93,477
0.5153598024665228,0.909090909,93,365
0.6159613596685435,0.384615385,93,373
0.2773287292194647,0.342857143,93,319
0.27520077503500023,0.352941176,93,321
0.449240700792727,0.625,93,351
0.43995884340057645,0.625,93,353
0.47888387252240716,0.666666667,93,417
0.3568629622878136,0.454545455,93,431
0.34959667085456614,0.454545455,93,433
0.6489752081361542,0.666666667,93,453
0.7126745515145106,0.428571429,93,485
0.4361863454552098,0.909090909,93,379
0.35170260283438426,0.4,93,308
0.34548388329335705,0.413793103,93,310
0.4343791701387848,0.631578947,93,329
0.5924252190269093,0.714285714,93,423
0.5754815955732928,0.714285714,93,425
0.4879816293538751,0.909090909,93,413
0.6843828473340012,0.625,93,345
0.23168294710121223,0.444444444,93,290
0.4081990766119242,0.769230769,93,291
0.24263887092194086,0.5,93,292
0.399340360731,0.833333333,93,293
0.24257340744091688,0.5,93,294
0.3972805770907503,0.833333333,93,295
0.24235014456795778,0.5,93,296
0.3976568985494708,0.833333333,93,297
0.24235018341943987,0.5,93,298
0.3728138984835413,0.545454545,93,299
0.36773141458225156,0.545454545,93,301
0.3865549923802779,0.666666667,93,320
0.3850241482655329,0.666666667,93,322
0.459535209615159,0.666666667,93,324
0.45349892179077667,0.666666667,93,326
0.4796808874759822,0.705882353,93,328
0.47315665080286856,0.705882353,93,330
0.47786763889711964,0.909090909,93,347
0.4813543193654581,0.909090909,93,348
0.4691254553321798,0.909090909,93,349
0.47163427167810656,0.909090909,93,350
0.47616756603276184,0.714285714,93,352
0.4691473164276729,0.714285714,93,354
0.48273798616635216,0.625,93,355
0.4926316318626613,0.714285714,93,356
0.4767769556161178,0.625,93,357
0.4879619362062285,0.714285714,93,358
0.4633275005715468,0.666666667,93,375
0.47281017131225145,0.714285714,93,376
0.45562169730785285,0.666666667,93,377
0.46396920995877317,0.714285714,93,378
0.42571731833439636,0.909090909,93,380
0.42768352464226483,0.909090909,93,381
0.41649551878908286,0.909090909,93,382
0.3865661279204521,0.666666667,93,383
0.4459243698816143,0.769230769,93,384
0.3755832943931674,0.666666667,93,385
0.4351633772458732,0.769230769,93,386
0.3480069211461646,0.476190476,93,403
0.42292603679340535,0.666666667,93,404
0.3438129688960323,0.476190476,93,405
