model,balanced_accuracy,groundtruth_balanced_accuracy,dataset
97,0.2532251623499591,0.672733762,1
98,0.261815330084618,0.748037116,1
99,0.2704055230684085,0.755531763,1
100,0.33046257872090357,0.995360457,1
101,0.32187668982767315,0.994289793,1
102,0.32467968161022676,0.98965025,1
103,0.3338476561715517,0.996074233,1
104,0.33392060190370526,0.998572448,1
105,0.33292751436135576,0.996788009,1
106,0.3328209471002661,0.995003569,1
107,0.3328661466919987,0.995003569,1
108,0.22118920233909742,0.564239829,1
109,0.21731333428313052,0.584939329,1
110,0.26118099925096305,0.756245539,1
111,0.26375279528534945,0.727337616,1
112,0.221599468476453,0.593147752,1
113,0.3212594888979976,0.992862241,1
114,0.21885417448552866,0.559957173,1
115,0.33134258310734616,0.987508922,1
116,0.21170905419256497,0.575660243,1
117,0.3273599060727052,0.982869379,1
118,0.2373843109292658,0.578158458,1
119,0.3323592396594671,0.975374732,1
120,0.3339894630464848,0.980728051,1
121,0.22632998350444722,0.584582441,1
247,0.20863625679159256,0.499286224,1
248,0.20872478808346817,0.5,1
249,0.2087095942585177,0.499643112,1
250,0.1874084639066286,0.41184868,1
251,0.22825844124812336,0.514989293,1
252,0.1901187238181444,0.44468237,1
253,0.20638942211611902,0.447537473,1
254,0.22839211824188937,0.553890079,1
255,0.21434944356794922,0.546395432,1
256,0.21865057326526954,0.526766595,1
257,0.1996366246553556,0.44111349,1
258,0.20872478808346817,0.5,1
259,0.20872478808346817,0.5,1
260,0.20872478808346817,0.5,1
261,0.20872478808346817,0.5,1
262,0.20891459291082332,0.500713776,1
263,0.20872478808346817,0.5,1
264,0.20872478808346817,0.5,1
265,0.20865253131914624,0.499643112,1
266,0.20632897279490986,0.504282655,1
267,0.20892610415659862,0.500713776,1
268,0.20483041393717732,0.493219129,1
269,0.12050603506481021,0.151677373,1
270,0.09573347563615456,0.066738044,1
271,0.20872478808346817,0.5,1
297,0.21489753628559294,0.506067095,1
298,0.21395371890824472,0.502855103,1
299,0.21685079255765038,0.502141328,1
300,0.2018840335286268,0.504639543,1
301,0.22248868446631692,0.517844397,1
302,0.22494797223123159,0.520342612,1
303,0.1835953465825401,0.461099215,1
304,0.22623538400100948,0.575303355,1
305,0.22499911660299285,0.620985011,1
306,0.199249514581277,0.387937188,1
307,0.17546657958774103,0.428265525,1
308,0.20872478808346817,0.5,1
309,0.1977287637000889,0.454675232,1
310,0.20869257491494375,0.480014276,1
311,0.20983099022591695,0.501427552,1
312,0.21118138927694244,0.509279086,1
313,0.20834332969720842,0.5,1
314,0.2107436911639587,0.57958601,1
315,0.18925476693923757,0.413276231,1
316,0.20872478808346817,0.5,1
317,0.20852666373437723,0.5,1
318,0.21500230563754283,0.529978587,1
319,0.21588731173250025,0.453961456,1
320,0.18405987304603152,0.429693076,1
321,0.2109746900915043,0.510706638,1
372,0.28724481859781126,0.799428979,1
373,0.267451850217415,0.762312634,1
374,0.2849436121177957,0.807280514,1
375,0.3216987856137957,0.996074233,1
376,0.3248494375561316,0.996788009,1
377,0.3365244549703234,0.990720914,1
378,0.33805986090511747,0.99821556,1
379,0.33201538002278447,0.998929336,1
380,0.3336697637390683,0.996431121,1
381,0.33287237462827163,0.994646681,1
382,0.3321241784900717,0.997144897,1
383,0.21926011974203252,0.536759458,1
384,0.23310942360694073,0.658815132,1
385,0.28134862915501274,0.813704497,1
386,0.27528837318103716,0.76302641,1
387,0.2278163009101754,0.625624554,1
388,0.32499708046921966,0.974304069,1
389,0.23380482779381745,0.630264097,1
390,0.3260883018992395,0.992148465,1
391,0.2321734393439186,0.606709493,1
392,0.3317309484441402,0.991791577,1
393,0.23418924521749238,0.606352605,1
394,0.32943477767470114,0.990007138,1
395,0.33287628808538794,0.989293362,1
396,0.24283736834909714,0.706995004,1
422,0.20869735749796633,0.5,1
423,0.216303582983791,0.518915061,1
424,0.23307940223628285,0.563169165,1
425,0.14600049245671548,0.284796574,1
426,0.19138880261607874,0.459314775,1
427,0.21074837892230253,0.518558173,1
428,0.21255904939179754,0.507137759,1
429,0.24124250500880878,0.574232691,1
430,0.219289708900414,0.513204854,1
431,0.20206413504400386,0.476445396,1
432,0.17462151707472606,0.349036403,1
433,0.20872478808346817,0.5,1
434,0.20850433759898226,0.526052819,1
435,0.2061026993053116,0.517130621,1
436,0.2227375092946728,0.528194147,1
437,0.2171963162327244,0.502141328,1
438,0.19841175527620472,0.525695931,1
439,0.20872478808346817,0.5,1
440,0.16538357471146709,0.267309065,1
441,0.20872478808346817,0.5,1
442,0.2089269346158939,0.5,1
443,0.21765702030858272,0.528551035,1
444,0.3132113889463459,0.895788722,1
445,0.3209132773680672,0.937901499,1
446,0.21254487716159845,0.520342612,1
1022,0.22280325433007714,0.481798715,1
1023,0.22001830908245618,0.48786581,1
1024,0.2111113547979769,0.452177016,1
1025,0.18656346983065025,0.394361171,1
1026,0.1985567052629056,0.414346895,1
1027,0.21409863718628547,0.431120628,1
1028,0.17054876111556178,0.307637402,1
1029,0.18727877056200373,0.374018558,1
1030,0.272068535094633,0.653818701,1
1031,0.22447573915818514,0.501070664,1
1032,0.22540802167021928,0.459671663,1
1033,0.20872478808346817,0.5,1
1034,0.21139652666983433,0.444325482,1
1035,0.22422791919914586,0.483940043,1
1036,0.22692228528276054,0.513204854,1
1037,0.2030987431157159,0.427551749,1
1038,0.22481718649356858,0.461099215,1
1039,0.21030008872938827,0.41862955,1
1040,0.21776642372484817,0.488579586,1
1041,0.21627319970698453,0.467880086,1
1042,0.22533241384769798,0.496431121,1
1043,0.2045058568667363,0.438972163,1
1044,0.2290812402842406,0.484296931,1
1045,0.22723011877602617,0.46538187,1
1046,0.20894876140585095,0.44111349,1
1347,0.20877806358395215,0.500356888,1
1348,0.20954577669353766,0.500713776,1
1349,0.2385135071913836,0.578515346,1
1350,0.19903316784461073,0.488222698,1
1351,0.1900524130533779,0.417915774,1
1352,0.2095627348856163,0.503568879,1
1353,0.19074779159810004,0.429693076,1
1354,0.23132293561890016,0.56923626,1
1355,0.19981267217450335,0.45503212,1
1356,0.2121137541511351,0.502498216,1
1357,0.21202562496132024,0.526766595,1
1358,0.20872478808346817,0.5,1
1359,0.20877631002374614,0.500713776,1
1360,0.2079436568961696,0.529978587,1
1361,0.20949278771362376,0.500713776,1
1362,0.21955278617445328,0.517130621,1
1363,0.1951086309343038,0.462883655,1
1364,0.20661082945687484,0.496431121,1
1365,0.14653047646135944,0.248037116,1
1366,0.21991546503243567,0.498572448,1
1367,0.21278555271381278,0.513204854,1
1368,0.21200443771004465,0.505353319,1
1369,0.3180260102723481,0.913276231,1
1370,0.32581245854713126,0.947180585,1
1371,0.22095554138466472,0.551034975,1
1472,0.2212455900611022,0.518201285,1
1473,0.20677741578184036,0.481441827,1
1474,0.22453557810157174,0.519628837,1
1475,0.19595337354243103,0.490720914,1
1476,0.212256838103479,0.493576017,1
1477,0.2531806583130406,0.631334761,1
1478,0.2263727509942049,0.575303355,1
1479,0.19998077749332785,0.476802284,1
1480,0.26212408385233005,0.618843683,1
1481,0.23796367788387102,0.589578872,1
1482,0.21162782429800936,0.516773733,1
1483,0.20872478808346817,0.5,1
1484,0.20872478808346817,0.5,1
1485,0.20529726897602693,0.505710207,1
