model,balanced_accuracy,groundtruth_balanced_accuracy,dataset
97,0.16834447150053994,0.672733762,1
98,0.1740712499903125,0.748037116,1
99,0.17979804531283952,0.755531763,1
100,0.2198360824145029,0.995360457,1
101,0.2141121564856826,0.994289793,1
102,0.2159808176740517,0.98965025,1
103,0.222092800714935,0.996074233,1
104,0.2221414312030374,0.998572448,1
105,0.22147937284147104,0.996788009,1
106,0.22140832800074461,0.995003569,1
107,0.22143846106189966,0.995003569,1
108,0.14698716482663216,0.564239829,1
109,0.14440325278932084,0.584939329,1
110,0.17364836276787587,0.756245539,1
111,0.17536289345746683,0.727337616,1
112,0.1472606755848692,0.593147752,1
113,0.21370068919923227,0.992862241,1
114,0.14543047959091965,0.559957173,1
115,0.22042275200546463,0.987508922,1
116,0.14066706606227716,0.575660243,1
117,0.21776763398237067,0.982869379,1
118,0.15778390388674438,0.578158458,1
119,0.2211005230402119,0.975374732,1
120,0.22218733863155704,0.980728051,1
121,0.15041435227019867,0.584582441,1
247,0.1386185344616289,0.499286224,1
248,0.1386775553228793,0.5,1
249,0.13866742610624566,0.499643112,1
250,0.12446667253831957,0.41184868,1
251,0.15169999076598276,0.514989293,1
252,0.1262735124793301,0.44468237,1
253,0.13712064467797988,0.447537473,1
254,0.15178910876182677,0.553890079,1
255,0.1424273256458667,0.546395432,1
256,0.14529474544408022,0.526766595,1
257,0.13261877970413755,0.44111349,1
258,0.1386775553228793,0.5,1
259,0.1386775553228793,0.5,1
260,0.1386775553228793,0.5,1
261,0.1386775553228793,0.5,1
262,0.13880409187444942,0.500713776,1
263,0.1386775553228793,0.5,1
264,0.1386775553228793,0.5,1
265,0.13862938414666467,0.499643112,1
266,0.1370803451305071,0.504282655,1
267,0.1388117660382996,0.500713776,1
268,0.13608130589201872,0.493219129,1
269,0.07986505331044064,0.151677373,1
270,0.06335001369133689,0.066738044,1
271,0.1386775553228793,0.5,1
297,0.1427927207909625,0.506067095,1
298,0.1421635092060637,0.502855103,1
299,0.14409489163900077,0.502141328,1
300,0.1341170522863184,0.504639543,1
301,0.1478534862447785,0.517844397,1
302,0.14949301142138827,0.520342612,1
303,0.12192459432226056,0.461099215,1
304,0.1503512859345735,0.575303355,1
305,0.14952710766922908,0.620985011,1
306,0.13236070632141853,0.387937188,1
307,0.11650541632572785,0.428265525,1
308,0.1386775553228793,0.5,1
309,0.13134687240062645,0.454675232,1
310,0.1386560798771964,0.480014276,1
311,0.13941502341784515,0.501427552,1
312,0.14031528945186217,0.509279086,1
313,0.13842324973203946,0.5,1
314,0.140023490709873,0.57958601,1
315,0.12569754122672555,0.413276231,1
316,0.1386775553228793,0.5,1
317,0.13854547242348536,0.5,1
318,0.14286256702559574,0.529978587,1
319,0.14345257108890067,0.453961456,1
320,0.12223427863125486,0.429693076,1
321,0.14017748999490337,0.510706638,1
372,0.19102424233244136,0.799428979,1
373,0.1778289300788439,0.762312634,1
374,0.18949010467909763,0.807280514,1
375,0.21399355367643097,0.996074233,1
376,0.2160939883046549,0.996788009,1
377,0.22387733324744946,0.990720914,1
378,0.22490093720397886,0.99821556,1
379,0.2208712832824235,0.998929336,1
380,0.2219742057599461,0.996431121,1
381,0.22144261301941492,0.994646681,1
382,0.22094381559394832,0.997144897,1
383,0.14570110976192222,0.536759458,1
384,0.15493397900519434,0.658815132,1
385,0.1870934493705757,0.813704497,1
386,0.18305327872125862,0.76302641,1
387,0.15140523054068417,0.625624554,1
388,0.21619241691338031,0.974304069,1
389,0.1553975817964455,0.630264097,1
390,0.21691989786672689,0.992148465,1
391,0.1543099894965129,0.606709493,1
392,0.22068166222999397,0.991791577,1
393,0.15565386007889545,0.606352605,1
394,0.2191508817170346,0.990007138,1
395,0.2214452219908258,0.989293362,1
396,0.1614192754999653,0.706995004,1
422,0.1386592682658781,0.5,1
423,0.14373008525642783,0.518915061,1
424,0.15491396475808908,0.563169165,1
425,0.09686135823837749,0.284796574,1
426,0.127120231677953,0.459314775,1
427,0.14002661588210222,0.518558173,1
428,0.1412337295284322,0.507137759,1
429,0.16035603327310635,0.574232691,1
430,0.14572083586750983,0.513204854,1
431,0.13423711996323642,0.476445396,1
432,0.1159420413170512,0.349036403,1
433,0.1386775553228793,0.5,1
434,0.13853058833322202,0.526052819,1
435,0.13692949613744163,0.517130621,1
436,0.1480193694636824,0.528194147,1
437,0.14432524075571682,0.502141328,1
438,0.131802200118037,0.525695931,1
439,0.1386775553228793,0.5,1
440,0.10978341307487856,0.267309065,1
441,0.1386775553228793,0.5,1
442,0.13881231967782978,0.5,1
443,0.14463237680628901,0.528551035,1
444,0.20833528923146447,0.895788722,1
445,0.213469881512612,0.937901499,1
446,0.14122428137496615,0.520342612,1
1022,0.1480631994872853,0.481798715,1
1023,0.14620656932220463,0.48786581,1
1024,0.14026859979921846,0.452177016,1
1025,0.12390334315433399,0.394361171,1
1026,0.13189883344250422,0.414346895,1
1027,0.14226012139142416,0.431120628,1
1028,0.11322687067760835,0.307637402,1
1029,0.12438021030856965,0.374018558,1
1030,0.18090671999698923,0.653818701,1
1031,0.14917818937269062,0.501070664,1
1032,0.14979971104738002,0.459671663,1
1033,0.1386775553228793,0.5,1
1034,0.14045871438045673,0.444325482,1
1035,0.14901297606666442,0.483940043,1
1036,0.15080922012240755,0.513204854,1
1037,0.13492685867771112,0.427551749,1
1038,0.14940582092961294,0.461099215,1
1039,0.13972775575349272,0.41862955,1
1040,0.14470531241713264,0.488579586,1
1041,0.1437098297385569,0.467880086,1
1042,0.14974930583236584,0.496431121,1
1043,0.13586493451172474,0.438972163,1
1044,0.15224852345672757,0.484296931,1
