model,f1_score,groundtruth_f1_score,dataset
463,0.3451081278273386,0.3,93
465,0.34082864749753894,0.3,93
363,0.49872627394273367,0.909090909,93
367,0.5673294349501704,0.303030303,93
369,0.5545870832266689,0.303030303,93
415,0.4874081648269934,0.666666667,93
323,0.3857769760974129,0.5,93
371,0.7761084533458404,0.384615385,93
399,0.7280177166157993,0.37037037,93
401,0.7057771914823407,0.37037037,93
411,0.464823811557875,0.909090909,93
327,0.43867481070492903,0.631578947,93
389,0.5977372879734788,0.666666667,93
325,0.38246527148084275,0.5,93
477,0.5659832735684004,0.666666667,93
365,0.48589631308792924,0.909090909,93
373,0.7530653137053305,0.384615385,93
319,0.317097917069718,0.342857143,93
321,0.3154545626929459,0.352941176,93
351,0.44070732801759094,0.625,93
353,0.4342426531592663,0.625,93
417,0.4685475248076455,0.666666667,93
431,0.3691878328569402,0.454545455,93
433,0.36400694122802013,0.454545455,93
453,0.7179861667699602,0.666666667,93
485,0.812084407861233,0.428571429,93
379,0.4298368193988531,0.909090909,93
308,0.4250190074738109,0.4,93
310,0.41765226589294463,0.413793103,93
329,0.43416960368987406,0.631578947,93
423,0.6736896835421758,0.714285714,93
425,0.6561101832389801,0.714285714,93
413,0.45892588948110513,0.909090909,93
345,0.7788337657238306,0.625,93
290,0.28551054863394365,0.444444444,93
291,0.41055939114884465,0.769230769,93
292,0.292892148677852,0.5,93
293,0.4052254926715692,0.833333333,93
294,0.2928406170533715,0.5,93
295,0.4040138464443389,0.833333333,93
296,0.29273247582174033,0.5,93
297,0.40428142849100696,0.833333333,93
298,0.2927324946401272,0.5,93
299,0.38798839685406467,0.545454545,93
301,0.3819176420047145,0.545454545,93
320,0.40315716534095614,0.666666667,93
322,0.4007748345314095,0.666666667,93
324,0.44667620588614565,0.666666667,93
326,0.4421592036790152,0.666666667,93
328,0.4598426750789776,0.705882353,93
330,0.4550210622740708,0.705882353,93
347,0.42897696893413306,0.909090909,93
348,0.4621609877951127,0.909090909,93
349,0.42315569692753574,0.909090909,93
350,0.4557168490353837,0.909090909,93
352,0.4596392878794481,0.714285714,93
354,0.45484581348915115,0.714285714,93
355,0.4565955539039789,0.625,93
356,0.46496245946567144,0.714285714,93
357,0.45215637038424045,0.625,93
358,0.4611513194410741,0.714285714,93
375,0.4463498507283582,0.666666667,93
376,0.45314432622343936,0.714285714,93
377,0.44155278734180553,0.666666667,93
378,0.4477323690573301,0.714285714,93
380,0.4253029810443434,0.909090909,93
381,0.4241671268088497,0.909090909,93
382,0.4192544778288747,0.909090909,93
383,0.40334129161480936,0.666666667,93
384,0.4389610885086637,0.769230769,93
385,0.39600326792030477,0.666666667,93
386,0.43210756473632317,0.769230769,93
403,0.369884274344471,0.476190476,93
404,0.4217498034508808,0.666666667,93
405,0.36690982591294174,0.476190476,93
406,0.4182800140705482,0.666666667,93
407,0.4290110038815043,0.666666667,93
408,0.44051273024202076,0.714285714,93
409,0.4241755304645521,0.666666667,93
410,0.4354504076824437,0.714285714,93
412,0.4622244786290846,0.909090909,93
414,0.45582250667959834,0.909090909,93
432,0.4188000424895388,0.714285714,93
434,0.41458782600040733,0.714285714,93
435,0.40322337888593196,0.526315789,93
436,0.43644313437848437,0.714285714,93
437,0.3988907248181012,0.526315789,93
438,0.4322779803863878,0.714285714,93
439,0.3956997787858684,0.666666667,93
440,0.39897252664299837,0.714285714,93
441,0.39329876478609754,0.666666667,93
442,0.395977598810326,0.714285714,93
459,0.4291040911325875,0.909090909,93
460,0.42168448245760237,0.909090909,93
461,0.4238919092550809,0.909090909,93
462,0.41619807727116315,0.909090909,93
464,0.4043582177440098,0.5,93
466,0.4007778598193313,0.5,93
467,0.36727891770080073,0.352941176,93
468,0.41285472960996916,0.5,93
469,0.36343653668725906,0.352941176,93
470,0.4089798255405846,0.5,93
487,0.4295581982123086,0.5,93
488,0.4337537252805303,0.545454545,93
489,0.4259516922146001,0.5,93
490,0.42889563146521315,0.545454545,93
491,0.4521030871059136,0.666666667,93
492,0.4467903811504802,0.666666667,93
493,0.44716268026808753,0.666666667,93
494,0.44078063602391404,0.666666667,93
495,0.3938018194789531,0.333333333,93
496,0.4271448643599475,0.461538462,93
497,0.38825873117040477,0.333333333,93
498,0.42194918380603263,0.461538462,93
515,0.4468457805028704,0.461538462,93
516,0.4452244044305119,0.5,93
517,0.44095819933735525,0.461538462,93
518,0.4396150321720974,0.5,93
519,0.3953450289319208,0.461538462,93
520,0.39516908644369336,0.5,93
521,0.39233883994059293,0.461538462,93
522,0.39175929316764385,0.5,93
523,0.44994360559423097,0.666666667,93
524,0.44573222296713355,0.666666667,93
525,0.4450413397356422,0.666666667,93
526,0.44075229994637144,0.666666667,93
289,0.3467970578686976,0.6,93
338,0.6287906908886453,0.526315789,93
374,0.7940079797475814,0.588235294,93
391,0.6563363537883753,0.714285714,93
392,0.7757899891388358,0.769230769,93
427,0.8490583589133098,0.909090909,93
428,0.8500930527001437,0.909090909,93
445,0.6779955051947691,0.909090909,93
446,0.7800772299662033,0.909090909,93
481,0.6442893397158117,0.428571429,93
482,0.7016806139018931,0.545454545,93
499,0.6222150788878251,0.352941176,93
500,0.7380707987674032,0.461538462,93
340,0.7119958502052169,0.555555556,93
342,0.6957843054505097,0.555555556,93
359,0.393809513942851,0.666666667,93
360,0.584625804080448,0.714285714,93
361,0.3821332697357638,0.666666667,93
362,0.5709319984700143,0.714285714,93
387,0.6211673278470407,0.666666667,93
400,0.7761344114927391,0.625,93
402,0.752850109226707,0.625,93
419,0.4672736011515948,0.666666667,93
420,0.6362583263129499,0.769230769,93
421,0.45287384359172467,0.666666667,93
422,0.617847632037631,0.769230769,93
479,0.6631471490075024,0.428571429,93
480,0.7216868958757438,0.545454545,93
501,0.5962599020937132,0.352941176,93
502,0.716791084684823,0.461538462,93
336,0.6433439304170456,0.526315789,93
447,0.6862834973938083,0.666666667,93
429,0.8250189213276219,0.909090909,93
449,0.6628417905357639,0.666666667,93
471,0.5149896743116554,0.461538462,93
473,0.4963821075133773,0.461538462,93
311,0.6434212955817652,0.6,93
313,0.6292364076396643,0.6,93
393,0.6386614487614466,0.714285714,93
475,0.5835736547829165,0.666666667,93
343,0.80254596403683,0.625,93
366,0.6559053808893772,0.909090909,93
370,0.6902378965372995,0.588235294,93
397,0.7428558884879696,0.909090909,93
398,0.7956501763221464,0.909090909,93
416,0.671564977454802,0.769230769,93
418,0.6518287661464004,0.769230769,93
444,0.8076583588901176,0.909090909,93
448,0.7947412181785991,0.769230769,93
450,0.770656494178219,0.769230769,93
452,0.8078009074765651,0.769230769,93
454,0.7845494697591122,0.769230769,93
455,0.8629619215469434,0.714285714,93
456,0.8496907599435829,0.769230769,93
457,0.8390919488812664,0.714285714,93
458,0.8246550283169352,0.769230769,93
478,0.701940647577581,0.666666667,93
484,0.8290978197981815,0.545454545,93
486,0.8042524601441101,0.545454545,93
451,0.739846139896105,0.666666667,93
483,0.8358884370167476,0.428571429,93
503,0.6826791698029583,0.428571429,93
505,0.6610009337735544,0.428571429,93
346,0.8214475329205255,0.666666667,93
395,0.7619793228206738,0.909090909,93
426,0.7433125402612906,0.769230769,93
430,0.824241883877295,0.909090909,93
504,0.7870376462695208,0.461538462,93
506,0.7636418020204445,0.461538462,93
368,0.7052312316020746,0.555555556,93
507,0.7471910531196241,0.666666667,93
509,0.723953387946318,0.666666667,93
508,0.8105530561491465,0.666666667,93
510,0.7857753999603434,0.666666667,93
511,0.838515518754608,0.461538462,93
513,0.8132599115075363,0.461538462,93
344,0.8466735687966684,0.666666667,93
372,0.8178061932282089,0.588235294,93
334,0.6493693343316056,1.0,93
390,0.7449122249673505,0.769230769,93
364,0.6706351160223002,0.909090909,93
396,0.8165836868707936,0.909090909,93
443,0.7078850422229129,0.909090909,93
474,0.668036967655073,0.5,93
476,0.723812457601564,0.666666667,93
512,0.8297043772674513,0.5,93
514,0.8045011171771954,0.5,93
472,0.6872497347964501,0.5,93
331,0.4091924789699875,1.0,93
333,0.40158414074324167,1.0,93
388,0.7677032560022725,0.769230769,93
332,0.6597296784660759,1.0,93
394,0.756165766499905,0.769230769,93
