groundtruth_balanced_accuracy,balanced_accuracy,dataset,model
0.672733762,0.2532030226708207,1,97
0.748037116,0.26191664254139335,1,98
0.755531763,0.2736713204710341,1,99
0.995360457,0.34293332115934694,1,100
0.994289793,0.3322894561655871,1,101
0.98965025,0.33486146765194347,1,102
0.996074233,0.3471224292945839,1,103
0.998572448,0.34623789687700823,1,104
0.996788009,0.3468584103969429,1,105
0.995003569,0.34552401128342647,1,106
0.995003569,0.3456252032409415,1,107
0.564239829,0.21300266388592445,1,108
0.584939329,0.21207412431368694,1,109
0.756245539,0.26220858689381343,1,110
0.727337616,0.2652010637383152,1,111
0.593147752,0.2159980865777058,1,112
0.992862241,0.329715107392066,1,113
0.559957173,0.21364885210599754,1,114
0.987508922,0.33181251233209946,1,115
0.575660243,0.20522641502118014,1,116
0.982869379,0.33564090693539306,1,117
0.578158458,0.23178450763917802,1,118
0.975374732,0.33877814041629917,1,119
0.980728051,0.33526897602318434,1,120
0.584582441,0.22297861677523095,1,121
0.499286224,0.20224044782782516,1,247
0.5,0.20225837369893168,1,248
0.499643112,0.20223956142426935,1,249
0.41184868,0.18053806732412647,1,250
0.514989293,0.2182982325533321,1,251
0.44468237,0.18084457307509508,1,252
0.447537473,0.19206976922659727,1,253
0.553890079,0.21732088597363058,1,254
0.546395432,0.20805487675235385,1,255
0.526766595,0.2128631186320094,1,256
0.44111349,0.18756121817510826,1,257
0.5,0.20225837369893168,1,258
0.5,0.20225837369893168,1,259
0.5,0.20225837369893168,1,260
0.5,0.20225837369893168,1,261
0.500713776,0.202344051590463,1,262
0.5,0.20225837369893168,1,263
0.5,0.20225837369893168,1,264
0.499643112,0.20225955704486448,1,265
0.504282655,0.20289010967662424,1,266
0.500713776,0.20250913191577896,1,267
0.493219129,0.19926364448484388,1,268
0.151677373,0.1006045787834358,1,269
0.066738044,0.0754636925923881,1,270
0.5,0.20225837369893168,1,271
0.506067095,0.20549326245637847,1,297
0.502855103,0.2083963395344454,1,298
0.502141328,0.20786171298524908,1,299
0.504639543,0.19659117747673865,1,300
0.517844397,0.22502994698956105,1,301
0.520342612,0.2072838668465007,1,302
0.461099215,0.17193243776510858,1,303
0.575303355,0.22677028205184024,1,304
0.620985011,0.21966052481201287,1,305
0.387937188,0.19022457889914465,1,306
0.428265525,0.16064105817530566,1,307
0.5,0.20225837369893168,1,308
0.454675232,0.19137726354540924,1,309
0.480014276,0.19967720140939665,1,310
0.501427552,0.20312491123383375,1,311
0.509279086,0.2017110341536065,1,312
0.5,0.20182032150044255,1,313
0.57958601,0.20513939696862932,1,314
0.413276231,0.17453315546565376,1,315
0.5,0.20225837369893168,1,316
0.5,0.2020047112352766,1,317
0.529978587,0.21095817114895157,1,318
0.453961456,0.20887690626974065,1,319
0.429693076,0.17770179790588755,1,320
0.510706638,0.2048226525619466,1,321
0.799428979,0.2923145144667757,1,372
0.762312634,0.26778789419998394,1,373
0.807280514,0.290528914652326,1,374
0.996074233,0.33029719443427574,1,375
0.996788009,0.330926395601408,1,376
0.990720914,0.3462979907867699,1,377
0.99821556,0.350247456231812,1,378
0.998929336,0.34508775386291857,1,379
0.996431121,0.3479585077317025,1,380
0.994646681,0.3453340953300493,1,381
0.997144897,0.3453792378975928,1,382
0.536759458,0.21368308229562247,1,383
0.658815132,0.22964262633859836,1,384
0.813704497,0.28592341828474055,1,385
0.76302641,0.27768643703264717,1,386
0.625624554,0.22433986863762287,1,387
0.974304069,0.3351346441946318,1,388
0.630264097,0.22877547507278412,1,389
0.992148465,0.33008153900936066,1,390
0.606709493,0.22936309186669437,1,391
0.991791577,0.33263223320849666,1,392
0.606352605,0.22805226919902263,1,393
0.990007138,0.32693939952298373,1,394
0.989293362,0.33252716844333985,1,395
0.706995004,0.2410315376724464,1,396
0.5,0.20221493932419765,1,422
0.518915061,0.21442329932639154,1,423
0.563169165,0.23319331771496649,1,424
0.284796574,0.13994752455175516,1,425
0.459314775,0.18451105163404838,1,426
0.518558173,0.20501920393543394,1,427
0.507137759,0.2024999875606472,1,428
0.574232691,0.22647689048204142,1,429
0.513204854,0.2174820203811115,1,430
0.476445396,0.19402718182158288,1,431
0.349036403,0.16661101509999351,1,432
0.5,0.20225837369893168,1,433
0.526052819,0.20346156187534464,1,434
0.517130621,0.197874592643174,1,435
0.528194147,0.2164121412827389,1,436
0.502141328,0.2174232492801706,1,437
0.525695931,0.18491922656043389,1,438
0.5,0.20225837369893168,1,439
0.267309065,0.15100646901154136,1,440
0.5,0.20225837369893168,1,441
0.5,0.2021458764028779,1,442
0.528551035,0.21357899767265423,1,443
0.895788722,0.31784009621427367,1,444
0.937901499,0.32990372996669803,1,445
0.520342612,0.20944134764350314,1,446
0.481798715,0.21853993049581444,1,1022
0.48786581,0.2137591637159674,1,1023
0.452177016,0.20551369862065316,1,1024
0.394361171,0.18950560705653735,1,1025
0.414346895,0.19823538328028917,1,1026
0.431120628,0.20598702787683765,1,1027
0.307637402,0.16590215707707173,1,1028
0.374018558,0.1899883653442866,1,1029
0.653818701,0.273317183134393,1,1030
0.501070664,0.22619940129870963,1,1031
0.459671663,0.2186998174394282,1,1032
0.5,0.20225837369893168,1,1033
0.444325482,0.20368912781242213,1,1034
0.483940043,0.22133287937377694,1,1035
0.513204854,0.2248307662860795,1,1036
0.427551749,0.20221534752921286,1,1037
0.461099215,0.22035355636054516,1,1038
0.41862955,0.20342943703920618,1,1039
0.488579586,0.22128421713286342,1,1040
0.467880086,0.2103246133675687,1,1041
0.496431121,0.2246007114616611,1,1042
0.438972163,0.1991392933764643,1,1043
0.484296931,0.22193396188907827,1,1044
0.46538187,0.21709381617735132,1,1045
0.44111349,0.2048477279024663,1,1046
0.500356888,0.2023169918421396,1,1347
0.500713776,0.203377856765702,1,1348
0.578515346,0.23256522958893058,1,1349
0.488222698,0.19044704460733655,1,1350
0.417915774,0.17980923272600008,1,1351
0.503568879,0.20241756496116423,1,1352
0.429693076,0.18062153741561138,1,1353
0.56923626,0.22753043285296,1,1354
0.45503212,0.19363590937373368,1,1355
0.502498216,0.20485290685017024,1,1356
0.526766595,0.20033228652192134,1,1357
0.5,0.20225837369893168,1,1358
0.500713776,0.20232256273190083,1,1359
0.529978587,0.19968924280522454,1,1360
0.500713776,0.20190084700814834,1,1361
0.517130621,0.22034933471239074,1,1362
0.462883655,0.18838638598365004,1,1363
0.496431121,0.20245941334478318,1,1364
0.248037116,0.13491566506795205,1,1365
0.498572448,0.21470192109853475,1,1366
0.513204854,0.20664405310248907,1,1367
0.505353319,0.20361036089336998,1,1368
0.913276231,0.3237330496827985,1,1369
0.947180585,0.33373022705555816,1,1370
0.551034975,0.2183923715716647,1,1371
0.518201285,0.21615384203132376,1,1472
0.481441827,0.19994693881235998,1,1473
0.519628837,0.2081210957484055,1,1474
0.490720914,0.2036187821190735,1,1475
0.493576017,0.19906247529444523,1,1476
0.631334761,0.24504092847710418,1,1477
0.575303355,0.22480785894812527,1,1478
0.476802284,0.19391336495697503,1,1479
0.618843683,0.2615241820874371,1,1480
0.589578872,0.22201550268963102,1,1481
0.516773733,0.20785335030541408,1,1482
0.5,0.20225837369893168,1,1483
0.5,0.20225837369893168,1,1484
0.505710207,0.19498831143902107,1,1485
0.47751606,0.19522711628460734,1,1486
0.503211991,0.20343579064848827,1,1487
0.495003569,0.2009198992777943,1,1488
0.5,0.20225837369893168,1,1489
0.5,0.20225837369893168,1,1490
0.5,0.20225837369893168,1,1491
0.5,0.20220830689847363,1,1492
0.480728051,0.19346779010328452,1,1493
0.592790864,0.2508108515282748,1,1494
0.514989293,0.22182110390927018,1,1495
0.5,0.20225837369893168,1,1496
0.508208423,0.20464401605811355,1,1622
0.507851535,0.2037404163135889,1,1623
0.568522484,0.23563768379556302,1,1624
0.481084939,0.1898864932975115,1,1625
0.538900785,0.22132952996461414,1,1626
0.736259814,0.26860056119632203,1,1627
0.311206281,0.13746071074404895,1,1628
0.537830121,0.20298947531640055,1,1629
0.521770164,0.21433766548798153,1,1630
0.505710207,0.17685410376478083,1,1631
0.568879372,0.2361701601089199,1,1632
0.5,0.20225837369893168,1,1633
0.530692363,0.20752193531546279,1,1634
0.562098501,0.20515598826101017,1,1635
0.51391863,0.20482748234198542,1,1636
0.5,0.20509350681562494,1,1637
0.535331906,0.20611969171268782,1,1638
0.480371163,0.21426319437206756,1,1639
0.398286938,0.17345853539957393,1,1640
0.5,0.20225837369893168,1,1641
0.501427552,0.2030572781621034,1,1642
0.5,0.20228493818257637,1,1643
0.86509636,0.3099246824884937,1,1644
0.947894361,0.3327392592079808,1,1645
0.539614561,0.2122809664408159,1,1646
0.433261956,0.19076791641133184,1,1797
0.496074233,0.19475062010367852,1,1798
0.457530335,0.20217148859562178,1,1799
0.463954318,0.2125071839563244,1,1800
0.61598858,0.23635207674629974,1,1801
0.626695218,0.24677005036016944,1,1802
0.628479657,0.26444510670835875,1,1803
0.560670949,0.2159089934892499,1,1804
0.512491078,0.22179039461711342,1,1805
0.369735903,0.17568045955834866,1,1806
0.457530335,0.20637675292594934,1,1807
0.523911492,0.2138378815444426,1,1808
0.473947181,0.2063589626337629,1,1809
0.496431121,0.21210732557102574,1,1810
0.496788009,0.2059932221493363,1,1811
0.521770164,0.22222517245534598,1,1812
0.496788009,0.2184951857430133,1,1813
0.492862241,0.19883727986711588,1,1814
0.548536759,0.2307897094517247,1,1815
0.526052819,0.20057993566045873,1,1816
0.634189864,0.24498526947504118,1,1817
0.5,0.202264615047262,1,1818
0.521770164,0.2291201320995812,1,1819
0.533904354,0.22031682948733425,1,1820
0.526766595,0.22017608869141467,1,1821
0.557985758,-0.0026663483090381356,10,322
0.679043744,-0.0026663483090381356,10,323
0.689725331,-0.0026663483090381356,10,324
0.498982706,-0.0026663483090381356,10,325
0.523397762,-0.0026663483090381356,10,326
0.920651068,-0.0026663483090381356,10,327
0.322990844,-0.0026663483090381356,10,328
0.309257375,-0.0026663483090381356,10,329
0.476093591,-0.0026663483090381356,10,330
0.553407935,-0.0026663483090381356,10,331
0.486266531,-0.0026663483090381356,10,332
0.486775178,-0.0026663483090381356,10,333
0.500508647,-0.0026663483090381356,10,334
0.517802645,-0.0026663483090381356,10,335
0.54069176,-0.0026663483090381356,10,336
0.501017294,-0.0026663483090381356,10,337
0.500508647,-0.0026663483090381356,10,338
0.5,-0.0026663483090381356,10,339
0.508138352,-0.0026663483090381356,10,340
0.5,-0.0026663483090381356,10,341
0.534587996,-0.0026663483090381356,10,342
0.503051882,-0.0026663483090381356,10,343
0.845879959,-0.0026663483090381356,10,344
0.856561546,-0.0026663483090381356,10,345
0.566632757,-0.0026663483090381356,10,346
0.623092574,-0.0026663483090381356,10,722
0.682095626,-0.0026663483090381356,10,723
0.695320448,-0.0026663483090381356,10,724
0.746185148,-0.0026663483090381356,10,725
0.684638861,-0.0026663483090381356,10,726
0.757884028,-0.0026663483090381356,10,727
0.707527976,-0.0026663483090381356,10,728
0.789928789,-0.0026663483090381356,10,729
0.81180061,-0.0026663483090381356,10,730
0.739572737,-0.0026663483090381356,10,731
0.871312309,-0.0026663483090381356,10,732
0.538148525,-0.0026663483090381356,10,733
0.630722279,-0.0026663483090381356,10,734
0.589013225,-0.0026663483090381356,10,735
0.606307223,-0.0026663483090381356,10,736
0.589013225,-0.0026663483090381356,10,737
0.723296033,-0.0026663483090381356,10,738
0.671922686,-0.0026663483090381356,10,739
0.833672431,-0.0026663483090381356,10,740
0.519837233,-0.0026663483090381356,10,741
0.756358087,-0.0026663483090381356,10,742
0.630722279,-0.0026663483090381356,10,743
0.681078332,-0.0026663483090381356,10,744
0.745676501,-0.0026663483090381356,10,745
0.626653103,-0.0026663483090381356,10,746
0.490844354,-0.0026663483090381356,10,1222
0.631230926,-0.0026663483090381356,10,1223
0.567141404,-0.0026663483090381356,10,1224
0.510681587,-0.0026663483090381356,10,1225
0.506612411,-0.0026663483090381356,10,1226
0.950661241,-0.0026663483090381356,10,1227
0.424720244,-0.0026663483090381356,10,1228
0.550356053,-0.0026663483090381356,10,1229
0.568667345,-0.0026663483090381356,10,1230
0.733468973,-0.0026663483090381356,10,1231
0.686673449,-0.0026663483090381356,10,1232
0.5,-0.0026663483090381356,10,1233
0.498982706,-0.0026663483090381356,10,1234
0.477110885,-0.0026663483090381356,10,1235
0.496439471,-0.0026663483090381356,10,1236
0.508646999,-0.0026663483090381356,10,1237
0.5,-0.0026663483090381356,10,1238
0.5,-0.0026663483090381356,10,1239
0.5,-0.0026663483090381356,10,1240
0.5,-0.0026663483090381356,10,1241
0.501525941,-0.0026663483090381356,10,1242
0.5,-0.0026663483090381356,10,1243
0.837741607,-0.0026663483090381356,10,1244
0.856052899,-0.0026663483090381356,10,1245
0.587995931,-0.0026663483090381356,10,1246
0.408794788,0.0401973119878611,15,172
0.457654723,0.041896354556367275,15,173
0.382736156,0.039027362629290165,15,174
0.5,0.036899202199497695,15,175
0.5,0.0369636448139708,15,176
0.5,0.04167551823425576,15,177
0.5,0.03845513768256927,15,178
0.5,0.03970240162593626,15,179
0.5,0.04407302630365385,15,180
0.503257329,0.03939587754499259,15,181
0.5,0.039915043648141205,15,182
0.368078176,0.03843884723890891,15,183
0.350162866,0.03807502805450349,15,184
0.530944625,0.04545440480393302,15,185
0.501628664,0.04420654835554124,15,186
0.364820847,0.03936945972985154,15,187
0.741042345,0.048460954326731955,15,188
0.519543974,0.04317292224322039,15,189
0.664495114,0.04690643118785901,15,190
0.294788274,0.03898289273116332,15,191
0.747557003,0.048293694689117116,15,192
0.40228013,0.03955778838521958,15,193
0.374592834,0.038461935038761906,15,194
0.30781759,0.03548969292449845,15,195
0.496742671,0.04051588175281864,15,196
0.5,0.04065404010624144,15,397
0.687296417,0.046247098114783725,15,398
0.5,0.04163696686340616,15,399
0.5,0.04023185640652945,15,400
0.5,0.03952115915637851,15,401
0.5,0.043420513425176575,15,402
0.5,0.03534037161372309,15,403
0.5,0.040842411842097616,15,404
0.5,0.0406437090353786,15,405
0.5,0.04260495842275826,15,406
0.5,0.04371339089389857,15,407
0.408794788,0.04075643383038298,15,408
0.5,0.041018166537508505,15,409
0.5,0.041633843745510636,15,410
0.5,0.041335592896473136,15,411
0.638436482,0.04608006134703576,15,412
0.591205212,0.04586842743924208,15,413
0.557003257,0.04129059173514295,15,414
0.5,0.04178756771299709,15,415
0.470684039,0.03975451402506628,15,416
0.5,0.04200747502129497,15,417
0.618892508,0.04474426082071222,15,418
0.5,0.042121564202148534,15,419
0.48534202,0.03842246628977371,15,420
0.473941368,0.041331679276645064,15,421
0.931596091,0.05359739424689134,15,447
0.95276873,0.05500141101605442,15,448
0.964169381,0.0541967879181793,15,449
0.5,0.04228641007206574,15,450
0.5,0.04148970424168893,15,451
0.5,0.041007350624541805,15,452
0.5,0.040281599335786844,15,453
0.5,0.0428694648586304,15,454
0.688925081,0.0436777200936718,15,455
0.5,0.04317269759402366,15,456
0.5,0.03577638539367859,15,457
0.938110749,0.05038692000891143,15,458
0.956026059,0.05511007579511251,15,459
0.949511401,0.052768416427041734,15,460
0.947882736,0.055358546830380884,15,461
0.942996743,0.05295448936223748,15,462
0.7752443,0.0502842220715042,15,463
0.929967427,0.053258615034925794,15,464
0.776872964,0.0497620450096097,15,465
0.970684039,0.05058090503940582,15,466
0.794788274,0.04994032859332929,15,467
0.938110749,0.051502722802013554,15,468
0.928338762,0.05250659186464875,15,469
0.908794788,0.051555227402484215,15,470
0.95276873,0.05226419276038101,15,471
0.519543974,0.05334904764702773,15,747
0.498371336,0.05186073121861832,15,748
0.513029316,0.052133270091094516,15,749
0.5,0.04379772351857268,15,750
0.5,0.042311279846551975,15,751
0.5,0.0375689881507982,15,752
0.5,0.04102675383075732,15,753
0.5,0.03554763293169172,15,754
0.535830619,0.037443122126153805,15,755
0.465798046,0.04103804345097227,15,756
0.5,0.040782715452687045,15,757
0.589576547,0.04843939159149592,15,758
0.543973941,0.05158245245662403,15,759
0.553745928,0.05682116656371541,15,760
0.589576547,0.05385144515337044,15,761
0.615635179,0.05341995782117337,15,762
0.664495114,0.049390467721472486,15,763
0.529315961,0.05443167694737465,15,764
0.625407166,0.048480583299716884,15,765
0.558631922,0.055071397413113996,15,766
0.600977199,0.04828967497452491,15,767
0.615635179,0.053492306340608156,15,768
0.465798046,0.04495944123304624,15,769
0.504885993,0.04330097341435676,15,770
0.53257329,0.049373654595175155,15,771
0.728013029,0.04778341759979793,15,922
0.63029316,0.04463128502549457,15,923
0.672638436,0.04515926386689036,15,924
0.5,0.041905093783906576,15,925
0.5,0.03620522105343693,15,926
0.498371336,0.05072752923980175,15,927
0.486970684,0.042122024452290886,15,928
0.5,0.04104595936683421,15,929
0.486970684,0.042458455922535866,15,930
0.40228013,0.033280933701714435,15,931
0.5,0.038439626013736274,15,932
0.503257329,0.042962890050914596,15,933
0.509771987,0.03823962866546589,15,934
0.700325733,0.04883135767463707,15,935
0.762214984,0.04850715547560441,15,936
0.527687296,0.043708552069417136,15,937
0.231270358,0.033595725171499835,15,938
0.524429967,0.040364724461155674,15,939
0.288273616,0.034365824508219275,15,940
0.667752443,0.046538658801620635,15,941
0.276872964,0.033767198372759454,15,942
0.693811075,0.04271485072740176,15,943
0.622149837,0.042909456918398814,15,944
0.672638436,0.042715757029765364,15,945
0.522801303,0.044662068233732054,15,946
0.53257329,0.043078633472452235,15,1272
0.509771987,0.041686542066641116,15,1273
