groundtruth_balanced_accuracy,balanced_accuracy,dataset,model
0.672733762,0.2532034749315897,1,97
0.748037116,0.26191608918698,1,98
0.755531763,0.27367172382794075,1,99
0.995360457,0.34293180006605856,1,100
0.994289793,0.3322871600356959,1,101
0.98965025,0.3348596697382173,1,102
0.996074233,0.347121080421688,1,103
0.998572448,0.34623656805629227,1,104
0.996788009,0.34685707289766754,1,105
0.995003569,0.34552268110441914,1,106
0.995003569,0.345623871000059,1,107
0.564239829,0.2130025314422883,1,108
0.584939329,0.21207387669326944,1,109
0.756245539,0.2622079312434513,1,110
0.727337616,0.2652008350925586,1,111
0.593147752,0.2159981250605309,1,112
0.992862241,0.32971286318378495,1,113
0.559957173,0.21364890391682473,1,114
0.987508922,0.3318104569598149,1,115
0.575660243,0.20522522167517296,1,116
0.982869379,0.335639218373346,1,117
0.578158458,0.23178526843089092,1,118
0.975374732,0.33877692343601173,1,119
0.980728051,0.3352675474156913,1,120
0.584582441,0.22297881162563532,1,121
0.499286224,0.2022411993166826,1,247
0.5,0.20225912656685852,1,248
0.499643112,0.20224031457303954,1,249
0.41184868,0.18053971451198317,1,250
0.514989293,0.21829972634527675,1,251
0.44468237,0.18084501512921494,1,252
0.447537473,0.19207082115324872,1,253
0.553890079,0.2173215526648445,1,254
0.546395432,0.20805475360242065,1,255
0.526766595,0.2128637106263816,1,256
0.44111349,0.1875621472788043,1,257
0.5,0.20225912656685852,1,258
0.5,0.20225912656685852,1,259
0.5,0.20225912656685852,1,260
0.5,0.20225912656685852,1,261
0.500713776,0.2023448054154251,1,262
0.5,0.20225912656685852,1,263
0.5,0.20225912656685852,1,264
0.499643112,0.20226030859580063,1,265
0.504282655,0.20289071347573148,1,266
0.500713776,0.202509881568049,1,267
0.493219129,0.19926440476358812,1,268
0.151677373,0.1006068063004204,1,269
0.066738044,0.07546622549376261,1,270
0.5,0.20225912656685852,1,271
0.506067095,0.20549404021348527,1,297
0.502855103,0.20839706139865594,1,298
0.502141328,0.20786266558166666,1,299
0.504639543,0.19659162732151286,1,300
0.517844397,0.22503182714575037,1,301
0.520342612,0.207284897567727,1,302
0.461099215,0.1719321949893185,1,303
0.575303355,0.2267706054309196,1,304
0.620985011,0.21965916534587207,1,305
0.387937188,0.19022694431169865,1,306
0.428265525,0.1606407009765457,1,307
0.5,0.20225912656685852,1,308
0.454675232,0.19137870079220465,1,309
0.480014276,0.19967835443952164,1,310
0.501427552,0.2031256881140707,1,311
0.509279086,0.2017113383410841,1,312
0.5,0.2018210801823524,1,313
0.57958601,0.20513837632990164,1,314
0.413276231,0.1745345240394654,1,315
0.5,0.20225912656685852,1,316
0.5,0.20200546685757628,1,317
0.529978587,0.21095877665208757,1,318
0.453961456,0.20887941924924727,1,319
0.429693076,0.17770286593628465,1,320
0.510706638,0.20482336963013487,1,321
0.799428979,0.292314611397949,1,372
0.762312634,0.2677871591155875,1,373
0.807280514,0.2905288934703577,1,374
0.996074233,0.3302947400119874,1,375
0.996788009,0.330923956535896,1,376
0.990720914,0.346296784323662,1,377
0.99821556,0.35024608795237866,1,378
0.998929336,0.34508623662048843,1,379
0.996431121,0.3479571376193335,1,380
0.994646681,0.34533276119137907,1,381
0.997144897,0.34537789509538863,1,382
0.536759458,0.2136837167601584,1,383
0.658815132,0.2296417327410248,1,384
0.813704497,0.28592283047048317,1,385
0.76302641,0.2776859339665809,1,386
0.625624554,0.22433921231062043,1,387
0.974304069,0.3351331687419442,1,388
0.630264097,0.22877475388142027,1,389
0.992148465,0.3300792720838877,1,390
0.606709493,0.2293632010555438,1,391
0.991791577,0.33263027277950086,1,392
0.606352605,0.22805239382382156,1,393
0.990007138,0.3269371989661334,1,394
0.989293362,0.3325253370271226,1,395
0.706995004,0.24103059477809258,1,396
0.5,0.20221569235481462,1,422
0.518915061,0.2144238329322449,1,423
0.563169165,0.23319524585462953,1,424
0.284796574,0.13994895869804116,1,425
0.459314775,0.18451148615779453,1,426
0.518558173,0.20501987706713187,1,427
0.507137759,0.20250062913857098,1,428
0.574232691,0.22647724087910684,1,429
0.513204854,0.21748333787675164,1,430
0.476445396,0.1940279428498634,1,431
0.349036403,0.16661319710779535,1,432
0.5,0.20225912656685852,1,433
0.526052819,0.20346177828990167,1,434
