groundtruth_balanced_accuracy,balanced_accuracy,dataset,model
0.672733762,0.639313411448166,1,97
0.748037116,0.662454405973375,1,98
0.755531763,0.6907286883582487,1,99
0.995360457,0.8681110842924015,1,100
0.994289793,0.8424854830967852,1,101
0.98965025,0.848118839155286,1,102
0.996074233,0.8784127244784412,1,103
0.998572448,0.8760926691023034,1,104
0.996788009,0.8777992689688976,1,105
0.995003569,0.8743626821598931,1,106
0.995003569,0.8746252001159904,1,107
0.564239829,0.5386748448060575,1,108
0.584939329,0.5366160195309283,1,109
0.756245539,0.6635820559680574,1,110
0.727337616,0.6703303195086832,1,111
0.593147752,0.5460924991771722,1,112
0.992862241,0.835801843025782,1,113
0.559957173,0.5403459617387144,1,114
0.987508922,0.840485147625774,1,115
0.575660243,0.5209778376384252,1,116
0.982869379,0.8498875580736873,1,117
0.578158458,0.5846645954187374,1,118
0.975374732,0.8569824519621572,1,119
0.980728051,0.8482301042411112,1,120
0.584582441,0.5634779884990931,1,121
0.499286224,0.5105723747295233,1,247
0.5,0.5106090821078373,1,248
0.499643112,0.510561698897203,1,249
0.41184868,0.4547181395574376,1,250
0.514989293,0.5496431541277227,1,251
0.44468237,0.4571940229910425,1,252
0.447537473,0.4841220672428781,1,253
0.553890079,0.5484084512363692,1,254
0.546395432,0.5263011413630548,1,255
0.526766595,0.5375258327175662,1,256
0.44111349,0.47279078846177897,1,257
0.5,0.5106090821078373,1,258
0.5,0.5106090821078373,1,259
0.5,0.5106090821078373,1,260
0.5,0.5106090821078373,1,261
0.500713776,0.5108169524343553,1,262
0.5,0.5106090821078373,1,263
0.5,0.5106090821078373,1,264
0.499643112,0.5106165735838427,1,265
0.504282655,0.512541726480186,1,266
0.500713776,0.5112396903492927,1,267
0.493219129,0.5032055551113657,1,268
0.151677373,0.2525062393965498,1,269
0.066738044,0.18891296745584762,1,270
0.5,0.5106090821078373,1,271
0.506067095,0.5185312227325012,1,297
0.502855103,0.5259759008542174,1,298
0.502141328,0.5242614714400626,1,299
0.504639543,0.497033958922428,1,300
0.517844397,0.5665615136224164,1,301
0.520342612,0.5217243269653851,1,302
0.461099215,0.4359380033548292,1,303
0.575303355,0.57313652917425,1,304
0.620985011,0.5573108762580528,1,305
0.387937188,0.4778512656704627,1,306
0.428265525,0.4076122730454891,1,307
0.5,0.5106090821078373,1,308
0.454675232,0.4825899020205435,1,309
0.480014276,0.503376071577495,1,310
0.501427552,0.5127088328101284,1,311
0.509279086,0.5097957944444726,1,312
0.5,0.5094964852388963,1,313
0.57958601,0.5206330269770246,1,314
0.413276231,0.43994689123978814,1,315
0.5,0.5106090821078373,1,316
0.5,0.5099719648792639,1,317
0.529978587,0.5327460139327098,1,318
0.453961456,0.5244764182809327,1,319
0.429693076,0.44816106390914523,1,320
0.510706638,0.5171043622260327,1,321
0.799428979,0.738241244488166,1,372
0.762312634,0.677643209522573,1,373
0.807280514,0.7339147892865358,1,374
0.996074233,0.837771438282777,1,375
0.996788009,0.8390750943595418,1,376
0.990720914,0.8761253443432884,1,377
0.99821556,0.8859750242151836,1,378
0.998929336,0.8735385413521322,1,379
0.996431121,0.8805494451824059,1,380
0.994646681,0.8739563071912907,1,381
0.997144897,0.8740681079726749,1,382
0.536759458,0.5393397725317663,1,383
0.658815132,0.5818535451838388,1,384
0.813704497,0.7231550721714397,1,385
0.76302641,0.7020950049801173,1,386
0.625624554,0.5680065101160713,1,387
0.974304069,0.8483538862705179,1,388
0.630264097,0.5790958634315222,1,389
0.992148465,0.836556968856933,1,390
0.606709493,0.5795688135145729,1,391
0.991791577,0.8423314826518895,1,392
0.606352605,0.5760936721822674,1,393
0.990007138,0.8284065418746303,1,394
0.989293362,0.841971106825607,1,395
0.706995004,0.6104059430539862,1,396
0.5,0.5105029994715157,1,422
0.518915061,0.5416077681783189,1,423
