groundtruth_balanced_accuracy,balanced_accuracy,dataset,model
0.672733762,0.3830467697836724,1,97
0.748037116,0.3971788640383562,1,98
0.755531763,0.4138763224548899,1,99
0.995360457,0.5212293293810966,1,100
0.994289793,0.5059340842579302,1,101
0.98965025,0.50917105905905,1,102
0.996074233,0.527264086890581,1,103
0.998572448,0.5260207572389428,1,104
0.996788009,0.5269086876839624,1,105
0.995003569,0.5249311387666106,1,106
0.995003569,0.5250902236232439,1,107
0.564239829,0.3225334796077926,1,108
0.584939329,0.3214199227815159,1,109
0.756245539,0.3978613338934001,1,110
0.727337616,0.40175692871733093,1,111
0.593147752,0.3270622101140568,1,112
0.992862241,0.5018909340448692,1,113
0.559957173,0.3235902548026432,1,114
0.987508922,0.5043929709921461,1,115
0.575660243,0.3121999293420149,1,116
0.982869379,0.5101757466930674,1,117
0.578158458,0.3501258157953752,1,118
0.975374732,0.5143566561863814,1,119
0.980728051,0.5089891216986135,1,120
0.584582441,0.3374086059595293,1,121
0.499286224,0.30550249032300625,1,247
0.5,0.30552535769523376,1,248
0.499643112,0.3054973193872934,1,249
0.41184868,0.27161230579700607,1,250
0.514989293,0.32866528504529013,1,251
0.44468237,0.2734410798909904,1,252
0.447537473,0.28925771019005037,1,253
0.553890079,0.3280540893337739,1,254
0.546395432,0.3150093186024021,1,255
0.526766595,0.32166574029229256,1,256
0.44111349,0.2826048776084229,1,257
0.5,0.30552535769523376,1,258
0.5,0.30552535769523376,1,259
0.5,0.30552535769523376,1,260
0.5,0.30552535769523376,1,261
0.500713776,0.3056484856166706,1,262
0.5,0.30552535769523376,1,263
0.5,0.30552535769523376,1,264
0.499643112,0.30553091316311115,1,265
0.504282655,0.3067249460325555,1,266
0.500713776,0.30590255458780635,1,267
0.493219129,0.30104714401439686,1,268
0.151677373,0.14987416958099048,1,269
0.066738044,0.11153316599520083,1,270
0.5,0.30552535769523376,1,271
0.506067095,0.31018301672926935,1,297
0.502855103,0.31484048421923,1,298
0.502141328,0.3135473546656784,1,299
0.504639543,0.29759199849498497,1,300
0.517844397,0.339117249733521,1,301
0.520342612,0.31260654909868857,1,302
0.461099215,0.26095681049103386,1,303
0.575303355,0.3433860776141287,1,304
0.620985011,0.33399409738980246,1,305
0.387937188,0.2853017987594481,1,306
0.428265525,0.24377255629000563,1,307
0.5,0.30552535769523376,1,308
0.454675232,0.28862192218466853,1,309
0.480014276,0.30120281051377373,1,310
0.501427552,0.30679750218908525,1,311
0.509279086,0.3050458148816837,1,312
0.5,0.30485466631939684,1,313
0.57958601,0.3121154246618172,1,314
0.413276231,0.26277012147768886,1,315
0.5,0.30552535769523376,1,316
0.5,0.30514544150294387,1,317
0.529978587,0.31890716108670303,1,318
0.453961456,0.313499222263518,1,319
0.429693076,0.2681580566630644,1,320
0.510706638,0.3094444682652009,1,321
0.799428979,0.4426548666242492,1,372
0.762312634,0.4064376369256018,1,373
0.807280514,0.43996654163192106,1,374
0.996074233,0.5029757524114352,1,375
0.996788009,0.5037978891106316,1,376
0.990720914,0.5257118107564844,1,377
0.99821556,0.5318320420071793,1,378
0.998929336,0.524503748562444,1,379
0.996431121,0.5285419129931019,1,380
0.994646681,0.5247027646273041,1,381
0.997144897,0.524764687904459,1,382
0.536759458,0.3228079880289833,1,383
0.658815132,0.34879950189666753,1,384
0.813704497,0.4337592398612585,1,385
0.76302641,0.42097371922759097,1,386
0.625624554,0.3404652385823016,1,387
0.974304069,0.509280023453283,1,388
0.630264097,0.3470739134148804,1,389
0.992148465,0.5022797053413135,1,390
0.606709493,0.3472144941797289,1,391
0.991791577,0.5056390472375882,1,392
