groundtruth_balanced_accuracy,balanced_accuracy,dataset,model
0.672733762,0.2526977985086558,1,97
0.748037116,0.2623202007049085,1,98
0.755531763,0.27326363730624176,1,99
0.995360457,0.344474089902112,1,100
0.994289793,0.33447335468373385,1,101
0.98965025,0.3365954748918246,1,102
0.996074233,0.3485039809758548,1,103
0.998572448,0.3476121636487698,1,104
0.996788009,0.348243496874894,1,105
0.995003569,0.34689806403383244,1,106
0.995003569,0.3470016571737031,1,107
0.564239829,0.2128413786064895,1,108
0.584939329,0.2120790816935713,1,109
0.756245539,0.26271191524588033,1,110
0.727337616,0.2653215419294056,1,111
0.593147752,0.21574637974301702,1,112
0.992862241,0.3318211842703406,1,113
0.559957173,0.21338385532959775,1,114
0.987508922,0.33358757058885663,1,115
0.575660243,0.20603879176407122,1,116
0.982869379,0.3372427710766565,1,117
0.578158458,0.2308970332782457,1,118
0.975374732,0.3399367342584559,1,119
0.980728051,0.33651258988275057,1,120
0.584582441,0.22261078479294957,1,121
0.499286224,0.20131909797164624,1,247
0.5,0.20133502875441747,1,248
0.499643112,0.20131590244211792,1,249
0.41184868,0.17877924624849156,1,250
0.514989293,0.21664687123487097,1,251
0.44468237,0.18013467770577365,1,252
0.447537473,0.1907061562712114,1,253
0.553890079,0.21638241849050335,1,254
0.546395432,0.20789880558247048,1,255
0.526766595,0.212089019366898,1,256
0.44111349,0.186354827721437,1,257
0.5,0.20133502875441747,1,258
0.5,0.20133502875441747,1,259
0.5,0.20133502875441747,1,260
0.5,0.20133502875441747,1,261
0.500713776,0.20141800488532197,1,262
0.5,0.20133502875441747,1,263
0.5,0.20133502875441747,1,264
0.499643112,0.20133871643605056,1,265
0.504282655,0.20214619299531839,1,266
0.500713776,0.20158920838122482,1,267
0.493219129,0.1983428050484919,1,268
0.151677373,0.09806254566411451,1,269
0.066738044,0.07261761164723252,1,270
0.5,0.20133502875441747,1,271
0.506067095,0.20449064331270983,1,297
0.502855103,0.2075233062125424,1,298
0.502141328,0.20670260284564496,1,299
0.504639543,0.19598191997267142,1,300
0.517844397,0.22328508773143813,1,301
0.520342612,0.2060179243467894,1,302
0.461099215,0.17182140338023988,1,303
0.575303355,0.22638438064532282,1,304
0.620985011,0.22063483901693703,1,305
0.387937188,0.18778499649589003,1,306
0.428265525,0.1605414327771233,1,307
0.5,0.20133502875441747,1,308
0.454675232,0.189859052980831,1,309
0.480014276,0.19837684002684922,1,310
0.501427552,0.20217915053017493,1,311
0.509279086,0.20112799493372946,1,312
0.5,0.20089092594467947,1,313
0.57958601,0.20584256554441271,1,314
0.413276231,0.17290214436697174,1,315
0.5,0.20133502875441747,1,316
0.5,0.20107859967125594,1,317
0.529978587,0.21021727723463052,1,318
0.453961456,0.2063850805153305,1,319
0.429693076,0.17651929720320111,1,320
0.510706638,0.20393903881632686,1,321
0.799428979,0.29223952512114637,1,372
0.762312634,0.26837289457951596,1,373
0.807280514,0.2905500070314079,1,374
0.996074233,0.3325697394645163,1,375
0.996788009,0.33315229424596376,1,376
0.990720914,0.3474789687291421,1,377
0.99821556,0.35162896719490033,1,378
0.998929336,0.3466367650875957,1,379
0.996431121,0.34937184329283466,1,380
0.994646681,0.3467106062858378,1,381
0.997144897,0.34677388397770514,1,382
0.536759458,0.21288065219396196,1,383
0.658815132,0.2302676531334435,1,384
0.813704497,0.28645076853239904,1,385
0.76302641,0.2780771978267118,1,386
0.625624554,0.22475005935911177,1,387
0.974304069,0.3365835226815831,1,388
0.630264097,0.22920862383050725,1,389
0.992148465,0.3321278215861932,1,390
0.606709493,0.22909858555214302,1,391
0.991791577,0.3343550995707504,1,392
0.606352605,0.2277066805596506,1,393
0.990007138,0.3287905701313644,1,394
0.989293362,0.3340963843718595,1,395
0.706995004,0.2417266792311453,1,396
0.5,0.2012915479706757,1,422
0.518915061,0.2137564100716765,1,423
0.563169165,0.2313535923821614,1,424
0.284796574,0.13838071352477516,1,425
0.459314775,0.1838572767209763,1,426
0.518558173,0.20418098300173343,1,427
0.507137759,0.2016093206534147,1,428
0.574232691,0.2257546465483607,1,429
0.513204854,0.21613123641304713,1,430
0.476445396,0.1930661761144556,1,431
0.349036403,0.16436318672265227,1,432
0.5,0.20133502875441747,1,433
0.526052819,0.20306549508842972,1,434
0.517130621,0.1973708002333213,1,435
0.528194147,0.21527847374374787,1,436
0.502141328,0.2161535637039036,1,437
0.525695931,0.18512070325010482,1,438
0.5,0.20133502875441747,1,439
0.267309065,0.14786430531981173,1,440
0.5,0.20133502875441747,1,441
0.5,0.20121225911557344,1,442
0.528551035,0.21284123283806386,1,443
0.895788722,0.3186031401904169,1,444
0.937901499,0.33096461998048865,1,445
0.520342612,0.2087959337346117,1,446
0.481798715,0.2161202008387751,1,1022
0.48786581,0.21120068441141338,1,1023
