groundtruth_balanced_accuracy,balanced_accuracy,dataset,model
0.672733762,0.3830467350468228,1,97
0.748037116,0.3971768854151955,1,98
0.755531763,0.4138761787147244,1,99
0.995360457,0.5212252551136451,1,100
0.994289793,0.5059285339598608,1,101
0.98965025,0.5091664798850746,1,102
0.996074233,0.5272603538223367,1,103
0.998572448,0.5260170481894075,1,104
0.996788009,0.5269049688897123,1,105
0.995003569,0.5249274284595568,1,106
0.995003569,0.5250865092210348,1,107
0.564239829,0.3225324411243057,1,108
0.584939329,0.32141864614894294,1,109
0.756245539,0.3978591374313667,1,110
0.727337616,0.4017555777281405,1,111
0.593147752,0.32706147247097883,1,112
0.992862241,0.5018854975880517,1,113
0.559957173,0.32358953591505946,1,114
0.987508922,0.5043879385191061,1,115
0.575660243,0.31219682719003056,1,116
0.982869379,0.5101713801398885,1,117
0.578158458,0.3501264524855028,1,118
0.975374732,0.5143531980343556,1,119
0.980728051,0.5089852901734122,1,120
0.584582441,0.33740817167137693,1,121
0.499286224,0.30550315909696096,1,247
0.5,0.3055260293636082,1,248
0.499643112,0.30549799161466973,1,249
0.41184868,0.271614765018351,1,250
0.514989293,0.3286673870538602,1,251
0.44468237,0.2734411962951634,1,252
0.447537473,0.2892590424326321,1,253
0.553890079,0.32805459353387995,1,254
0.546395432,0.3150083150160097,1,255
0.526766595,0.3216660880050172,1,256
0.44111349,0.28260599797548897,1,257
0.5,0.3055260293636082,1,258
0.5,0.3055260293636082,1,259
0.5,0.3055260293636082,1,260
0.5,0.3055260293636082,1,261
0.500713776,0.30564915934451803,1,262
0.5,0.3055260293636082,1,263
0.5,0.3055260293636082,1,264
0.499643112,0.30553158213007636,1,265
0.504282655,0.306725324010059,1,266
0.500713776,0.30590322028123856,1,267
0.493219129,0.3010478253911281,1,268
0.151677373,0.14987794107942093,1,269
0.066738044,0.11153758109561544,1,270
0.5,0.3055260293636082,1,271
0.506067095,0.31018374989201664,1,297
0.502855103,0.31484109607810423,1,298
0.502141328,0.3135484272132632,1,299
0.504639543,0.29759204953928065,1,300
0.517844397,0.3391200200491893,1,301
0.520342612,0.3126077761254271,1,302
0.461099215,0.2609555692445168,1,303
0.575303355,0.3433858328260453,1,304
0.620985011,0.3339906746482571,1,305
0.387937188,0.2853056491189787,1,306
0.428265525,0.2437711465552539,1,307
0.5,0.3055260293636082,1,308
0.454675232,0.288623885825211,1,309
0.480014276,0.30120425343398705,1,310
0.501427552,0.3067982209669311,1,311
0.509279086,0.30504563300308263,1,312
0.5,0.30485534977131584,1,313
0.57958601,0.3121126148121093,1,314
0.413276231,0.26277203492297974,1,315
0.5,0.3055260293636082,1,316
0.5,0.3051461176553468,1,317
0.529978587,0.31890752441201137,1,318
0.453961456,0.3135033031364908,1,319
0.429693076,0.2681593920382072,1,320
0.510706638,0.30944506518130355,1,321
0.799428979,0.4426540595328542,1,372
0.762312634,0.40643527017753056,1,373
0.807280514,0.43996552509526576,1,374
0.996074233,0.5029699052871062,1,375
0.996788009,0.5037920869087712,1,376
0.990720914,0.5257083586840119,1,377
0.99821556,0.5318283011992336,1,378
0.998929336,0.5244996764478228,1,379
0.996431121,0.5285381432491603,1,380
0.994646681,0.5246990366751031,1,381
0.997144897,0.5247609483729689,1,382
0.536759458,0.3228084332481934,1,383
0.658815132,0.34879692624622666,1,384
0.813704497,0.43375711782699655,1,385
0.76302641,0.4209718189147781,1,386
0.625624554,0.3404631550873519,1,387
0.974304069,0.5092760637679692,1,388
0.630264097,0.34707171586577545,1,389
0.992148465,0.5022742419058288,1,390
0.606709493,0.3472138803378354,1,391
0.991791577,0.5056341849871443,1,392
0.606352605,0.345001447687732,1,393
0.990007138,0.4971070498778561,1,394
0.989293362,0.5052591424023506,1,395
0.706995004,0.36593445910517686,1,396
0.5,0.30546433696476155,1,422
0.518915061,0.3241182534460318,1,423
0.563169165,0.3511077229244914,1,424
0.284796574,0.2106048668688556,1,425
0.459314775,0.27908686387179815,1,426
0.518558173,0.3097964413611102,1,427
0.507137759,0.30588515725512166,1,428
0.574232691,0.34198411379441246,1,429
0.513204854,0.3278806219910604,1,430
0.476445396,0.293037038777691,1,431
0.349036403,0.2500639077531328,1,432
0.5,0.3055260293636082,1,433
0.526052819,0.30810818344927327,1,434
0.517130621,0.2995219902042706,1,435
0.528194147,0.32671629479181624,1,436
0.502141328,0.32807970885195,1,437
0.525695931,0.28090775175064603,1,438
0.5,0.3055260293636082,1,439
0.267309065,0.22535821889403995,1,440
0.5,0.3055260293636082,1,441
0.5,0.3053420977210948,1,442
0.528551035,0.32279528473761776,1,443
0.895788722,0.4821939584714599,1,444
0.937901499,0.5008906404446414,1,445
0.520342612,0.31653724597546856,1,446
0.481798715,0.3282451907488408,1,1022
0.48786581,0.32087611445269226,1,1023
0.452177016,0.3084348799801459,1,1024
0.394361171,0.2844760171113138,1,1025
0.414346895,0.2979100207104286,1,1026
0.431120628,0.30886199068673903,1,1027
0.307637402,0.24843684891150247,1,1028
0.374018558,0.28483174172138365,1,1029
0.653818701,0.41215901563762947,1,1030
0.501070664,0.3402874345929702,1,1031
0.459671663,0.32825997747130214,1,1032
0.5,0.3055260293636082,1,1033
0.444325482,0.3054374640446665,1,1034
0.483940043,0.33238655136684125,1,1035
0.513204854,0.33782070372626805,1,1036
0.427551749,0.3034143739072563,1,1037
0.461099215,0.33053519732915837,1,1038
0.41862955,0.30479608225164456,1,1039
0.488579586,0.33294421170773425,1,1040
0.467880086,0.3158059954385801,1,1041
0.496431121,0.33762926029783275,1,1042
0.438972163,0.29896335504972715,1,1043
0.484296931,0.33301532521238586,1,1044
0.46538187,0.3255356420644494,1,1045
0.44111349,0.3073411127007585,1,1046
0.500356888,0.30561588534678846,1,1347
0.500713776,0.3072416170419133,1,1348
0.578515346,0.35051975281149056,1,1349
0.488222698,0.2885117000082783,1,1350
0.417915774,0.27097295441164526,1,1351
0.503568879,0.30581100279176654,1,1352
0.429693076,0.27232550038562386,1,1353
0.56923626,0.34339782736307434,1,1354
0.45503212,0.29198217719771546,1,1355
0.502498216,0.30899225068510183,1,1356
0.526766595,0.3033106266031109,1,1357
0.5,0.3055260293636082,1,1358
0.500713776,0.3056222123716564,1,1359
0.529978587,0.3025391137672915,1,1360
0.500713776,0.3050567077346573,1,1361
0.517130621,0.33265715144409946,1,1362
0.462883655,0.28470415386379966,1,1363
0.496431121,0.305859849396079,1,1364
0.248037116,0.20193198156252468,1,1365
0.498572448,0.3232950286358939,1,1366
0.513204854,0.3121884312231421,1,1367
0.505353319,0.30759500833797704,1,1368
0.913276231,0.49124777519482626,1,1369
0.947180585,0.5066291270520775,1,1370
0.551034975,0.33013815344310227,1,1371
0.518201285,0.3255340982046539,1,1472
0.481441827,0.3015370682567785,1,1473
0.519628837,0.3138378397483327,1,1474
0.490720914,0.30805080503357934,1,1475
0.493576017,0.30033217119165107,1,1476
0.631334761,0.37010492504026926,1,1477
0.575303355,0.33981880060972186,1,1478
0.476802284,0.2927575071708672,1,1479
0.618843683,0.39383004365589713,1,1480
0.589578872,0.3353623908524802,1,1481
0.516773733,0.31414676794450624,1,1482
0.5,0.3055260293636082,1,1483
0.5,0.3055260293636082,1,1484
0.505710207,0.2952925877276916,1,1485
0.47751606,0.2945598982894796,1,1486
0.503211991,0.30726716588523234,1,1487
0.495003569,0.30349046774535987,1,1488
0.5,0.3055260293636082,1,1489
0.5,0.3055260293636082,1,1490
0.5,0.3055260293636082,1,1491
0.5,0.3054534632387186,1,1492
0.480728051,0.2923837900639105,1,1493
0.592790864,0.3770537438785958,1,1494
0.514989293,0.33310784002193017,1,1495
0.5,0.3055260293636082,1,1496
0.508208423,0.3091890052188022,1,1622
0.507851535,0.30773259230851735,1,1623
0.568522484,0.3551416204210325,1,1624
0.481084939,0.28694460666774196,1,1625
0.538900785,0.3341572120873232,1,1626
0.736259814,0.40680033787275416,1,1627
0.311206281,0.20716255502316142,1,1628
0.537830121,0.3078359924596531,1,1629
0.521770164,0.3235065787319295,1,1630
0.505710207,0.2684880028594939,1,1631
0.568879372,0.35596604149432354,1,1632
0.5,0.3055260293636082,1,1633
0.530692363,0.3142101619652924,1,1634
0.562098501,0.31094403011096283,1,1635
0.51391863,0.3094738531326331,1,1636
0.5,0.3099168314060563,1,1637
0.535331906,0.31194160087676454,1,1638
0.480371163,0.3218476544440573,1,1639
0.398286938,0.2612650201093055,1,1640
0.5,0.3055260293636082,1,1641
0.501427552,0.3067478475046048,1,1642
0.5,0.30556613687377954,1,1643
0.86509636,0.4701481985102708,1,1644
0.947894361,0.5051032873308755,1,1645
0.539614561,0.3207341668420309,1,1646
0.433261956,0.28749087128250006,1,1797
0.496074233,0.2952196256374376,1,1798
0.457530335,0.30462129023203255,1,1799
0.463954318,0.3186678751563209,1,1800
0.61598858,0.3573434494939983,1,1801
0.626695218,0.37296849879848304,1,1802
0.628479657,0.3979249469835215,1,1803
0.560670949,0.3264412687668491,1,1804
0.512491078,0.33383511181943776,1,1805
0.369735903,0.26331841457621186,1,1806
0.457530335,0.31038422055495046,1,1807
0.523911492,0.322730514758287,1,1808
0.473947181,0.3106991734379722,1,1809
0.496431121,0.3198613545473471,1,1810
0.496788009,0.31126248451918137,1,1811
0.521770164,0.33482691329568726,1,1812
0.496788009,0.3289263208326922,1,1813
0.492862241,0.3010161537984679,1,1814
0.548536759,0.3475190967145486,1,1815
0.526052819,0.3037584390285898,1,1816
0.634189864,0.37064092805979854,1,1817
0.5,0.30553230386812313,1,1818
0.521770164,0.3445723912087962,1,1819
0.533904354,0.3333451329889054,1,1820
0.526766595,0.33255719164957886,1,1821
0.557985758,-0.011121456971208133,10,322
0.679043744,-0.011121456971208133,10,323
0.689725331,-0.011121456971208133,10,324
0.498982706,-0.011121456971208133,10,325
0.523397762,-0.011121456971208133,10,326
0.920651068,-0.011121456971208133,10,327
0.322990844,-0.011121456971208133,10,328
0.309257375,-0.011121456971208133,10,329
0.476093591,-0.011121456971208133,10,330
0.553407935,-0.011121456971208133,10,331
0.486266531,-0.011121456971208133,10,332
0.486775178,-0.011121456971208133,10,333
0.500508647,-0.011121456971208133,10,334
0.517802645,-0.011121456971208133,10,335
0.54069176,-0.011121456971208133,10,336
0.501017294,-0.011121456971208133,10,337
0.500508647,-0.011121456971208133,10,338
0.5,-0.011121456971208133,10,339
0.508138352,-0.011121456971208133,10,340
0.5,-0.011121456971208133,10,341
0.534587996,-0.011121456971208133,10,342
0.503051882,-0.011121456971208133,10,343
0.845879959,-0.011121456971208133,10,344
0.856561546,-0.011121456971208133,10,345
0.566632757,-0.011121456971208133,10,346
0.623092574,-0.011121456971208133,10,722
0.682095626,-0.011121456971208133,10,723
0.695320448,-0.011121456971208133,10,724
0.746185148,-0.011121456971208133,10,725
0.684638861,-0.011121456971208133,10,726
0.757884028,-0.011121456971208133,10,727
0.707527976,-0.011121456971208133,10,728
